2025-08-16 01:30:19 | INFO | train | Output directory: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai
2025-08-16 01:30:30 | INFO | train | epoch=1 step=33/115 global_step=33 loss=1.3038 batch_acc=0.5156 lr=0.000143478 time=0.036s ips=3515/s
2025-08-16 01:30:30 | INFO | train | epoch=1 step=34/115 global_step=34 loss=1.2994 batch_acc=0.5312 lr=0.000147826 time=0.036s ips=3548/s
2025-08-16 01:30:30 | INFO | train | epoch=1 step=35/115 global_step=35 loss=1.2926 batch_acc=0.5156 lr=0.000152174 time=0.037s ips=3480/s
2025-08-16 01:30:31 | INFO | train | epoch=1 step=36/115 global_step=36 loss=1.2684 batch_acc=0.5703 lr=0.000156522 time=0.036s ips=3538/s
2025-08-16 01:30:31 | INFO | train | epoch=1 step=37/115 global_step=37 loss=1.2738 batch_acc=0.5781 lr=0.00016087 time=0.036s ips=3507/s
2025-08-16 01:30:31 | INFO | train | epoch=1 step=38/115 global_step=38 loss=1.2708 batch_acc=0.4609 lr=0.000165217 time=0.041s ips=3124/s
2025-08-16 01:30:31 | INFO | train | epoch=1 step=39/115 global_step=39 loss=1.2628 batch_acc=0.5156 lr=0.000169565 time=0.041s ips=3122/s
2025-08-16 01:30:31 | INFO | train | epoch=1 step=40/115 global_step=40 loss=1.2292 batch_acc=0.5469 lr=0.000173913 time=0.041s ips=3123/s
2025-08-16 01:30:32 | INFO | train | epoch=1 step=41/115 global_step=41 loss=1.2433 batch_acc=0.5156 lr=0.000178261 time=0.041s ips=3124/s
2025-08-16 01:30:32 | INFO | train | epoch=1 step=42/115 global_step=42 loss=1.2316 batch_acc=0.5156 lr=0.000182609 time=0.041s ips=3126/s
2025-08-16 01:30:32 | INFO | train | epoch=1 step=43/115 global_step=43 loss=1.2040 batch_acc=0.5703 lr=0.000186957 time=0.041s ips=3126/s
2025-08-16 01:30:32 | INFO | train | epoch=1 step=44/115 global_step=44 loss=1.2062 batch_acc=0.5938 lr=0.000191304 time=0.041s ips=3125/s
2025-08-16 01:30:32 | INFO | train | epoch=1 step=45/115 global_step=45 loss=1.1908 batch_acc=0.6094 lr=0.000195652 time=0.041s ips=3124/s
2025-08-16 01:30:33 | INFO | train | epoch=1 step=46/115 global_step=46 loss=1.1983 batch_acc=0.5078 lr=0.0002 time=0.041s ips=3125/s
2025-08-16 01:30:35 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch0_step46.pt
2025-08-16 01:30:35 | INFO | train | epoch=1 step=47/115 global_step=47 loss=1.1921 batch_acc=0.5078 lr=0.000204348 time=0.041s ips=3122/s
2025-08-16 01:30:35 | INFO | train | epoch=1 step=48/115 global_step=48 loss=1.1910 batch_acc=0.5156 lr=0.000208696 time=0.041s ips=3123/s
2025-08-16 01:30:35 | INFO | train | epoch=1 step=49/115 global_step=49 loss=1.1839 batch_acc=0.5703 lr=0.000213043 time=0.041s ips=3127/s
2025-08-16 01:30:35 | INFO | train | epoch=1 step=50/115 global_step=50 loss=1.1729 batch_acc=0.5469 lr=0.000217391 time=0.041s ips=3127/s
2025-08-16 01:30:35 | INFO | train | epoch=1 step=51/115 global_step=51 loss=1.1524 batch_acc=0.6016 lr=0.000221739 time=0.038s ips=3337/s
2025-08-16 01:30:35 | INFO | train | epoch=1 step=52/115 global_step=52 loss=1.1588 batch_acc=0.5078 lr=0.000226087 time=0.037s ips=3454/s
2025-08-16 01:30:35 | INFO | train | epoch=1 step=53/115 global_step=53 loss=1.1404 batch_acc=0.5156 lr=0.000230435 time=0.037s ips=3495/s
2025-08-16 01:30:35 | INFO | train | epoch=1 step=54/115 global_step=54 loss=1.1540 batch_acc=0.5547 lr=0.000234783 time=0.036s ips=3542/s
2025-08-16 01:30:35 | INFO | train | epoch=1 step=55/115 global_step=55 loss=1.1224 batch_acc=0.5469 lr=0.00023913 time=0.036s ips=3548/s
2025-08-16 01:30:36 | INFO | train | epoch=1 step=56/115 global_step=56 loss=1.1035 batch_acc=0.6094 lr=0.000243478 time=0.036s ips=3538/s
2025-08-16 01:30:36 | INFO | train | epoch=1 step=57/115 global_step=57 loss=1.1288 batch_acc=0.4922 lr=0.000247826 time=0.037s ips=3488/s
2025-08-16 01:30:36 | INFO | train | epoch=1 step=58/115 global_step=58 loss=1.1174 batch_acc=0.5703 lr=0.000252174 time=0.036s ips=3540/s
2025-08-16 01:30:36 | INFO | train | epoch=1 step=59/115 global_step=59 loss=1.1344 batch_acc=0.5078 lr=0.000256522 time=0.036s ips=3547/s
2025-08-16 01:30:37 | INFO | train | epoch=1 step=60/115 global_step=60 loss=1.0980 batch_acc=0.5391 lr=0.00026087 time=0.036s ips=3545/s
2025-08-16 01:30:37 | INFO | train | epoch=1 step=61/115 global_step=61 loss=1.0770 batch_acc=0.5391 lr=0.000265217 time=0.036s ips=3539/s
2025-08-16 01:30:37 | INFO | train | epoch=1 step=62/115 global_step=62 loss=1.1130 batch_acc=0.4297 lr=0.000269565 time=0.036s ips=3544/s
2025-08-16 01:30:37 | INFO | train | epoch=1 step=63/115 global_step=63 loss=1.0658 batch_acc=0.5625 lr=0.000273913 time=0.037s ips=3439/s
2025-08-16 01:30:38 | INFO | train | epoch=1 step=64/115 global_step=64 loss=1.0778 batch_acc=0.5000 lr=0.000278261 time=0.038s ips=3358/s
2025-08-16 01:30:38 | INFO | train | epoch=1 step=65/115 global_step=65 loss=1.0567 batch_acc=0.6172 lr=0.000282609 time=0.038s ips=3369/s
2025-08-16 01:30:38 | INFO | train | epoch=1 step=66/115 global_step=66 loss=1.0510 batch_acc=0.5391 lr=0.000286957 time=0.041s ips=3158/s
2025-08-16 01:30:38 | INFO | train | epoch=1 step=67/115 global_step=67 loss=1.0446 batch_acc=0.5234 lr=0.000291304 time=0.040s ips=3165/s
2025-08-16 01:30:38 | INFO | train | epoch=1 step=68/115 global_step=68 loss=1.0572 batch_acc=0.5078 lr=0.000295652 time=0.042s ips=3084/s
2025-08-16 01:30:38 | INFO | train | epoch=1 step=69/115 global_step=69 loss=1.0433 batch_acc=0.5312 lr=0.0003 time=0.041s ips=3088/s
2025-08-16 01:30:40 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch0_step69.pt
2025-08-16 01:30:40 | INFO | train | epoch=1 step=70/115 global_step=70 loss=1.0339 batch_acc=0.5312 lr=0.000304348 time=0.039s ips=3310/s
2025-08-16 01:30:40 | INFO | train | epoch=1 step=71/115 global_step=71 loss=0.9931 batch_acc=0.5703 lr=0.000308696 time=0.039s ips=3318/s
2025-08-16 01:30:40 | INFO | train | epoch=1 step=72/115 global_step=72 loss=1.0339 batch_acc=0.5000 lr=0.000313043 time=0.039s ips=3317/s
2025-08-16 01:30:40 | INFO | train | epoch=1 step=73/115 global_step=73 loss=1.0111 batch_acc=0.5469 lr=0.000317391 time=0.039s ips=3320/s
2025-08-16 01:30:40 | INFO | train | epoch=1 step=74/115 global_step=74 loss=1.0226 batch_acc=0.4922 lr=0.000321739 time=0.040s ips=3200/s
2025-08-16 01:30:40 | INFO | train | epoch=1 step=75/115 global_step=75 loss=1.0066 batch_acc=0.5312 lr=0.000326087 time=0.037s ips=3470/s
2025-08-16 01:30:40 | INFO | train | epoch=1 step=76/115 global_step=76 loss=1.0063 batch_acc=0.4922 lr=0.000330435 time=0.036s ips=3543/s
2025-08-16 01:30:40 | INFO | train | epoch=1 step=77/115 global_step=77 loss=0.9951 batch_acc=0.4766 lr=0.000334783 time=0.037s ips=3488/s
2025-08-16 01:30:41 | INFO | train | epoch=1 step=78/115 global_step=78 loss=0.9897 batch_acc=0.5000 lr=0.00033913 time=0.036s ips=3544/s
2025-08-16 01:30:41 | INFO | train | epoch=1 step=79/115 global_step=79 loss=0.9842 batch_acc=0.5547 lr=0.000343478 time=0.037s ips=3497/s
2025-08-16 01:30:41 | INFO | train | epoch=1 step=80/115 global_step=80 loss=0.9600 batch_acc=0.5938 lr=0.000347826 time=0.036s ips=3547/s
2025-08-16 01:30:41 | INFO | train | epoch=1 step=81/115 global_step=81 loss=0.9382 batch_acc=0.5859 lr=0.000352174 time=0.037s ips=3480/s
2025-08-16 01:30:42 | INFO | train | epoch=1 step=82/115 global_step=82 loss=0.9620 batch_acc=0.5312 lr=0.000356522 time=0.036s ips=3544/s
2025-08-16 01:30:42 | INFO | train | epoch=1 step=83/115 global_step=83 loss=0.9307 batch_acc=0.5312 lr=0.00036087 time=0.036s ips=3524/s
2025-08-16 01:30:42 | INFO | train | epoch=1 step=84/115 global_step=84 loss=0.9673 batch_acc=0.4922 lr=0.000365217 time=0.039s ips=3266/s
2025-08-16 01:30:42 | INFO | train | epoch=1 step=85/115 global_step=85 loss=0.9186 batch_acc=0.6094 lr=0.000369565 time=0.040s ips=3197/s
2025-08-16 01:30:43 | INFO | train | epoch=1 step=86/115 global_step=86 loss=0.9317 batch_acc=0.5938 lr=0.000373913 time=0.041s ips=3129/s
2025-08-16 01:30:43 | INFO | train | epoch=1 step=87/115 global_step=87 loss=0.9212 batch_acc=0.5469 lr=0.000378261 time=0.042s ips=3084/s
2025-08-16 01:30:43 | INFO | train | epoch=1 step=88/115 global_step=88 loss=0.9307 batch_acc=0.5078 lr=0.000382609 time=0.041s ips=3125/s
2025-08-16 01:30:43 | INFO | train | epoch=1 step=89/115 global_step=89 loss=0.9191 batch_acc=0.5469 lr=0.000386957 time=0.041s ips=3124/s
2025-08-16 01:30:44 | INFO | train | epoch=1 step=90/115 global_step=90 loss=0.9359 batch_acc=0.5078 lr=0.000391304 time=0.041s ips=3123/s
2025-08-16 01:30:44 | INFO | train | epoch=1 step=91/115 global_step=91 loss=0.9117 batch_acc=0.5859 lr=0.000395652 time=0.041s ips=3125/s
2025-08-16 01:30:44 | INFO | train | epoch=1 step=92/115 global_step=92 loss=0.9145 batch_acc=0.5391 lr=0.0004 time=0.041s ips=3145/s
2025-08-16 01:30:45 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch0_step92.pt
2025-08-16 01:30:45 | INFO | train | epoch=1 step=93/115 global_step=93 loss=0.9171 batch_acc=0.5547 lr=0.000404348 time=0.041s ips=3115/s
2025-08-16 01:30:45 | INFO | train | epoch=1 step=94/115 global_step=94 loss=0.8917 batch_acc=0.5625 lr=0.000408696 time=0.041s ips=3124/s
2025-08-16 01:30:45 | INFO | train | epoch=1 step=95/115 global_step=95 loss=0.9021 batch_acc=0.5469 lr=0.000413043 time=0.041s ips=3126/s
2025-08-16 01:30:45 | INFO | train | epoch=1 step=96/115 global_step=96 loss=0.9044 batch_acc=0.5000 lr=0.000417391 time=0.041s ips=3112/s
2025-08-16 01:30:45 | INFO | train | epoch=1 step=97/115 global_step=97 loss=0.8859 batch_acc=0.5625 lr=0.000421739 time=0.041s ips=3125/s
2025-08-16 01:30:46 | INFO | train | epoch=1 step=98/115 global_step=98 loss=0.8691 batch_acc=0.5938 lr=0.000426087 time=0.036s ips=3530/s
2025-08-16 01:30:46 | INFO | train | epoch=1 step=99/115 global_step=99 loss=0.8670 batch_acc=0.5625 lr=0.000430435 time=0.036s ips=3532/s
2025-08-16 01:30:46 | INFO | train | epoch=1 step=100/115 global_step=100 loss=0.8595 batch_acc=0.5859 lr=0.000434783 time=0.037s ips=3491/s
2025-08-16 01:30:46 | INFO | train | epoch=1 step=101/115 global_step=101 loss=0.8529 batch_acc=0.6484 lr=0.00043913 time=0.036s ips=3551/s
2025-08-16 01:30:46 | INFO | train | epoch=1 step=102/115 global_step=102 loss=0.8459 batch_acc=0.5938 lr=0.000443478 time=0.036s ips=3539/s
2025-08-16 01:30:47 | INFO | train | epoch=1 step=103/115 global_step=103 loss=0.8500 batch_acc=0.5938 lr=0.000447826 time=0.037s ips=3495/s
2025-08-16 01:30:47 | INFO | train | epoch=1 step=104/115 global_step=104 loss=0.8573 batch_acc=0.5938 lr=0.000452174 time=0.037s ips=3468/s
2025-08-16 01:30:47 | INFO | train | epoch=1 step=105/115 global_step=105 loss=0.8270 batch_acc=0.6016 lr=0.000456522 time=0.036s ips=3542/s
2025-08-16 01:30:47 | INFO | train | epoch=1 step=106/115 global_step=106 loss=0.8297 batch_acc=0.6094 lr=0.00046087 time=0.036s ips=3535/s
2025-08-16 01:30:47 | INFO | train | epoch=1 step=107/115 global_step=107 loss=0.8410 batch_acc=0.5469 lr=0.000465217 time=0.037s ips=3482/s
2025-08-16 01:30:47 | INFO | train | epoch=1 step=108/115 global_step=108 loss=0.8509 batch_acc=0.6172 lr=0.000469565 time=0.037s ips=3504/s
2025-08-16 01:30:48 | INFO | train | epoch=1 step=109/115 global_step=109 loss=0.8248 batch_acc=0.5859 lr=0.000473913 time=0.036s ips=3550/s
2025-08-16 01:30:48 | INFO | train | epoch=1 step=110/115 global_step=110 loss=0.8323 batch_acc=0.5859 lr=0.000478261 time=0.036s ips=3546/s
2025-08-16 01:30:48 | INFO | train | epoch=1 step=111/115 global_step=111 loss=0.8599 batch_acc=0.4844 lr=0.000482609 time=0.036s ips=3541/s
2025-08-16 01:30:48 | INFO | train | epoch=1 step=112/115 global_step=112 loss=0.8549 batch_acc=0.5156 lr=0.000486957 time=0.036s ips=3515/s
2025-08-16 01:30:49 | INFO | train | epoch=1 step=113/115 global_step=113 loss=0.8535 batch_acc=0.4609 lr=0.000491304 time=0.036s ips=3548/s
2025-08-16 01:30:49 | INFO | train | epoch=1 step=114/115 global_step=114 loss=0.8283 batch_acc=0.5000 lr=0.000495652 time=0.036s ips=3561/s
2025-08-16 01:30:49 | INFO | train | epoch=1 step=115/115 global_step=115 loss=0.7971 batch_acc=0.6286 lr=0.0005 time=0.023s ips=3098/s
2025-08-16 01:30:50 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch0_step115.pt
2025-08-16 01:30:52 | INFO | train | Train: loss=1.1244 acc=0.5312 samples=14662 steps=115 time=28.90s | Val: loss=0.8414 acc=0.5360 samples=862 time=1.99s
2025-08-16 01:30:54 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch0_step115.pt
2025-08-16 01:30:54 | INFO | train | Epoch 2/20
2025-08-16 01:30:55 | INFO | train | epoch=2 step=1/115 global_step=116 loss=0.8046 batch_acc=0.5781 lr=0.000504348 time=0.042s ips=3062/s
2025-08-16 01:30:55 | INFO | train | epoch=2 step=2/115 global_step=117 loss=0.8055 batch_acc=0.5547 lr=0.000508696 time=0.041s ips=3108/s
2025-08-16 01:30:55 | INFO | train | epoch=2 step=3/115 global_step=118 loss=0.8310 batch_acc=0.5391 lr=0.000513043 time=0.041s ips=3116/s
2025-08-16 01:30:55 | INFO | train | epoch=2 step=4/115 global_step=119 loss=0.8175 batch_acc=0.5547 lr=0.000517391 time=0.041s ips=3114/s
2025-08-16 01:30:56 | INFO | train | epoch=2 step=5/115 global_step=120 loss=0.8447 batch_acc=0.4766 lr=0.000521739 time=0.036s ips=3531/s
2025-08-16 01:30:56 | INFO | train | epoch=2 step=6/115 global_step=121 loss=0.7984 batch_acc=0.5625 lr=0.000526087 time=0.036s ips=3524/s
2025-08-16 01:30:56 | INFO | train | epoch=2 step=7/115 global_step=122 loss=0.8260 batch_acc=0.5234 lr=0.000530435 time=0.036s ips=3527/s
2025-08-16 01:30:56 | INFO | train | epoch=2 step=8/115 global_step=123 loss=0.7951 batch_acc=0.5547 lr=0.000534783 time=0.036s ips=3517/s
2025-08-16 01:30:57 | INFO | train | epoch=2 step=9/115 global_step=124 loss=0.8135 batch_acc=0.5156 lr=0.00053913 time=0.036s ips=3526/s
2025-08-16 01:30:57 | INFO | train | epoch=2 step=10/115 global_step=125 loss=0.8110 batch_acc=0.5625 lr=0.000543478 time=0.036s ips=3523/s
2025-08-16 01:30:57 | INFO | train | epoch=2 step=11/115 global_step=126 loss=0.8119 batch_acc=0.5078 lr=0.000547826 time=0.036s ips=3515/s
2025-08-16 01:30:57 | INFO | train | epoch=2 step=12/115 global_step=127 loss=0.7555 batch_acc=0.6094 lr=0.000552174 time=0.037s ips=3502/s
2025-08-16 01:30:58 | INFO | train | epoch=2 step=13/115 global_step=128 loss=0.7834 batch_acc=0.5703 lr=0.000556522 time=0.036s ips=3526/s
2025-08-16 01:30:58 | INFO | train | epoch=2 step=14/115 global_step=129 loss=0.7717 batch_acc=0.6562 lr=0.00056087 time=0.036s ips=3522/s
2025-08-16 01:30:58 | INFO | train | epoch=2 step=15/115 global_step=130 loss=0.8084 batch_acc=0.5469 lr=0.000565217 time=0.037s ips=3485/s
2025-08-16 01:30:58 | INFO | train | epoch=2 step=16/115 global_step=131 loss=0.7845 batch_acc=0.5469 lr=0.000569565 time=0.037s ips=3455/s
2025-08-16 01:30:58 | INFO | train | epoch=2 step=17/115 global_step=132 loss=0.7998 batch_acc=0.5781 lr=0.000573913 time=0.036s ips=3516/s
2025-08-16 01:30:59 | INFO | train | epoch=2 step=18/115 global_step=133 loss=0.7779 batch_acc=0.5469 lr=0.000578261 time=0.037s ips=3485/s
2025-08-16 01:30:59 | INFO | train | epoch=2 step=19/115 global_step=134 loss=0.7708 batch_acc=0.5703 lr=0.000582609 time=0.037s ips=3472/s
2025-08-16 01:30:59 | INFO | train | epoch=2 step=20/115 global_step=135 loss=0.7844 batch_acc=0.5703 lr=0.000586957 time=0.037s ips=3438/s
2025-08-16 01:31:00 | INFO | train | epoch=2 step=21/115 global_step=136 loss=0.8014 batch_acc=0.5000 lr=0.000591304 time=0.036s ips=3527/s
2025-08-16 01:31:00 | INFO | train | epoch=2 step=22/115 global_step=137 loss=0.7770 batch_acc=0.5625 lr=0.000595652 time=0.036s ips=3522/s
2025-08-16 01:31:00 | INFO | train | epoch=2 step=23/115 global_step=138 loss=0.7735 batch_acc=0.5781 lr=0.0006 time=0.037s ips=3480/s
2025-08-16 01:31:01 | INFO | train | Saved checkpoint: /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/image_difficulty_classifier/output_CLIP_LINEAR_ViT_B_32_openai/checkpoints/checkpoint_epoch1_step138.pt
2025-08-16 01:31:01 | INFO | train | epoch=2 step=24/115 global_step=139 loss=0.7802 batch_acc=0.5234 lr=0.000604348 time=0.041s ips=3089/s
2025-08-16 01:31:01 | INFO | train | epoch=2 step=25/115 global_step=140 loss=0.7625 batch_acc=0.6172 lr=0.000608696 time=0.041s ips=3114/s
2025-08-16 01:31:01 | INFO | train | epoch=2 step=26/115 global_step=141 loss=0.7809 batch_acc=0.5938 lr=0.000613043 time=0.041s ips=3118/s
2025-08-16 01:31:01 | INFO | train | epoch=2 step=27/115 global_step=142 loss=0.7771 batch_acc=0.5781 lr=0.000617391 time=0.041s ips=3118/s
2025-08-16 01:31:01 | INFO | train | epoch=2 step=28/115 global_step=143 loss=0.7885 batch_acc=0.5000 lr=0.000621739 time=0.041s ips=3115/s
2025-08-16 01:31:01 | INFO | train | epoch=2 step=29/115 global_step=144 loss=0.7496 batch_acc=0.5781 lr=0.000626087 time=0.037s ips=3489/s
2025-08-16 01:31:01 | INFO | train | epoch=2 step=30/115 global_step=145 loss=0.7510 batch_acc=0.6484 lr=0.000630435 time=0.036s ips=3529/s
2025-08-16 01:31:02 | INFO | train | epoch=2 step=31/115 global_step=146 loss=0.7679 batch_acc=0.6016 lr=0.000634783 time=0.036s ips=3506/s
2025-08-16 01:31:02 | INFO | train | epoch=2 step=32/115 global_step=147 loss=0.7399 batch_acc=0.6719 lr=0.00063913 time=0.036s ips=3528/s
2025-08-16 01:31:02 | INFO | train | epoch=2 step=33/115 global_step=148 loss=0.7562 batch_acc=0.5312 lr=0.000643478 time=0.037s ips=3486/s
2025-08-16 01:31:02 | INFO | train | epoch=2 step=34/115 global_step=149 loss=0.7491 batch_acc=0.5547 lr=0.000647826 time=0.036s ips=3549/s
2025-08-16 01:31:02 | INFO | train | epoch=2 step=35/115 global_step=150 loss=0.7609 batch_acc=0.5625 lr=0.000652174 time=0.037s ips=3496/s
2025-08-16 01:31:03 | INFO | train | epoch=2 step=36/115 global_step=151 loss=0.7700 batch_acc=0.5469 lr=0.000656522 time=0.036s ips=3547/s
2025-08-16 01:31:03 | INFO | train | epoch=2 step=37/115 global_step=152 loss=0.7532 batch_acc=0.6016 lr=0.00066087 time=0.040s ips=3227/s
2025-08-16 01:31:03 | INFO | train | epoch=2 step=38/115 global_step=153 loss=0.7579 batch_acc=0.5625 lr=0.000665217 time=0.041s ips=3123/s
2025-08-16 01:31:03 | INFO | train | epoch=2 step=39/115 global_step=154 loss=0.7695 batch_acc=0.5391 lr=0.000669565 time=0.041s ips=3128/s
2025-08-16 01:31:04 | INFO | train | epoch=2 step=40/115 global_step=155 loss=0.7525 batch_acc=0.5469 lr=0.000673913 time=0.041s ips=3123/s
2025-08-16 01:31:04 | INFO | train | epoch=2 step=41/115 global_step=156 loss=0.7453 batch_acc=0.6094 lr=0.000678261 time=0.041s ips=3126/s
2025-08-16 01:31:04 | INFO | train | epoch=2 step=42/115 global_step=157 loss=0.7533 batch_acc=0.5469 lr=0.000682609 time=0.041s ips=3142/s
