class,rank,num_true,num_models,acc_percent,image_path
hammer,11291,88,1023,8.602,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/8067636f4ff74f8.png"
hammer,5350,643,1023,62.854,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/111fd61623c44fc.png"
hammer,3698,831,1023,81.232,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/d712ae078f8945b.png"
hammer,4514,744,1023,72.727,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/b7e6366066bc4b3.png"
hammer,7537,379,1023,37.048,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/ab96d5f811ec442.png"
hammer,2001,963,1023,94.135,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/fd4f542558af4d3.png"
hammer,8666,262,1023,25.611,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/23695fca4ad54d6.png"
hammer,6072,554,1023,54.154,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/817d800a381c44e.png"
hammer,2508,933,1023,91.202,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/6205b1f8a9604ae.png"
hammer,5521,622,1023,60.802,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/712e2de26e354cf.png"
hammer,10444,127,1023,12.414,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/35efb77cc97a434.png"
hammer,4887,700,1023,68.426,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/069431e05fcd499.png"
hammer,5140,668,1023,65.298,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/66c844f161f24ff.png"
hammer,10450,127,1023,12.414,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/9aa6453ca2a44ef.png"
hammer,1868,971,1023,94.917,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/dac8852d3431440.png"
hammer,10352,132,1023,12.903,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/66c1cfe88f5c47e.png"
hammer,2670,922,1023,90.127,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/cd37d58ac4ef4bf.png"
hammer,4220,777,1023,75.953,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/9bb0f8bd465e403.png"
hammer,11096,96,1023,9.384,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/f1b856eb1a6c48b.png"
hammer,9336,204,1023,19.941,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/a6ad3478d128405.png"
hammer,6110,551,1023,53.861,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/ce3aad825efd4df.png"
hammer,2278,947,1023,92.571,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/e5056adc48aa474.png"
hammer,4588,735,1023,71.848,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/cbd722e2c16f45b.png"
hammer,6034,559,1023,54.643,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/5dd0acecd43448f.png"
hammer,8882,242,1023,23.656,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/5c7b349be57c401.png"
hammer,17693,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/54907c9febd6490.png"
hammer,11465,80,1023,7.820,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/9b30574df54840d.png"
hammer,2464,935,1023,91.398,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/4ce2f60b3889411.png"
hammer,3985,802,1023,78.397,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/f20494ecb9bb453.png"
hammer,1725,978,1023,95.601,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/e41c6b8d45274c0.png"
hammer,11165,93,1023,9.091,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/dda3820b010c499.png"
hammer,9576,184,1023,17.986,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/56fb196bc298436.png"
hammer,10769,111,1023,10.850,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/af630b4c4d9340e.png"
hammer,5927,572,1023,55.914,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/88d6f2ea32244dd.png"
hammer,4347,762,1023,74.487,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/2b87db64940a4d3.png"
hammer,3657,835,1023,81.623,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/f99c6dfedcae4b4.png"
hammer,8077,319,1023,31.183,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/091195fb9bd2435.png"
hammer,1674,981,1023,95.894,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/4657c6c8fc2941e.png"
hammer,2780,913,1023,89.247,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/77f73aa341a047d.png"
hammer,17478,0,1023,0.000,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/cebb1c59ef7147e.png"
hammer,2801,912,1023,89.150,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/c940d8ec68aa44b.png"
hammer,623,1017,1023,99.413,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/0077a5cd228e434.png"
hammer,1390,994,1023,97.165,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/9a90c6349f2d40c.png"
hammer,13396,27,1023,2.639,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/b68e2839da4c4a6.png"
hammer,12967,35,1023,3.421,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/e8b27e4ae7604bc.png"
hammer,3257,875,1023,85.533,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/c5e824d9e18d496.png"
hammer,1154,1002,1023,97.947,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/101292a7703b43a.png"
hammer,4291,769,1023,75.171,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/ae03bba2ecb1480.png"
hammer,2514,932,1023,91.105,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/7d7eac690af043b.png"
hammer,3175,883,1023,86.315,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/7428983618d2406.png"
hammer,2627,926,1023,90.518,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/30e354746dff445.png"
hammer,7315,404,1023,39.492,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/e6c383b69d2e46f.png"
hammer,9962,157,1023,15.347,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/62dca25a05b3402.png"
hammer,11326,86,1023,8.407,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/ddca54b7755f4f9.png"
hammer,2234,950,1023,92.864,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/0b0104e5678c4aa.png"
hammer,4232,776,1023,75.855,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/27d46804ac824b7.png"
hammer,2399,939,1023,91.789,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/8c60a81e1f794b3.png"
hammer,6871,457,1023,44.673,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/91e540cf251a4bb.png"
hammer,3763,824,1023,80.547,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/fd0c11cb87b849a.png"
hammer,11752,70,1023,6.843,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/29baee2d2e784ce.png"
hammer,12237,54,1023,5.279,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/910c923466774d3.png"
hammer,3509,848,1023,82.893,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/43aea4ab8962439.png"
hammer,4575,736,1023,71.945,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/70498eb4869641b.png"
hammer,2744,916,1023,89.541,"/home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/dataset_processing/objectnet-1.0/objectnet-1.0/images/hammer/eef61c24d500472.png"
