example_index,path,total_steps_to_epsilon,total_loss_sum,final_loss,universal_difficulty_rank
64,/home/projects/bagon/shared/imagenet512/val/n02091134/ILSVRC2012_val_00045708.JPEG,591,55.80473518371582,0.0009984970092773438,43348
65,/home/projects/bagon/shared/imagenet512/val/n02493509/ILSVRC2012_val_00019961.JPEG,417,66.34230613708496,0.0009889602661132812,43372
66,/home/projects/bagon/shared/imagenet512/val/n02974003/ILSVRC2012_val_00012517.JPEG,616,264.3401041030884,0.0009918212890625,43600
67,/home/projects/bagon/shared/imagenet512/val/n03781244/ILSVRC2012_val_00010326.JPEG,660,90.36882495880127,0.00099945068359375,43633
68,/home/projects/bagon/shared/imagenet512/val/n03916031/ILSVRC2012_val_00014175.JPEG,443,24.67427349090576,0.00099945068359375,43917
69,/home/projects/bagon/shared/imagenet512/val/n06785654/ILSVRC2012_val_00026787.JPEG,763,546.0578203201294,0.0009965896606445312,44116
70,/home/projects/bagon/shared/imagenet512/val/n04026417/ILSVRC2012_val_00025944.JPEG,448,89.92802715301514,0.00099945068359375,44249
71,/home/projects/bagon/shared/imagenet512/val/n02860847/ILSVRC2012_val_00018212.JPEG,449,294.31548500061035,0.0009937286376953125,44320
72,/home/projects/bagon/shared/imagenet512/val/n09835506/ILSVRC2012_val_00002109.JPEG,336,95.41549110412598,0.0009946823120117188,44518
73,/home/projects/bagon/shared/imagenet512/val/n02395406/ILSVRC2012_val_00032867.JPEG,265,71.3072099685669,0.00099945068359375,44733
74,/home/projects/bagon/shared/imagenet512/val/n04154565/ILSVRC2012_val_00038927.JPEG,330,199.79330253601074,0.0009984970092773438,45021
75,/home/projects/bagon/shared/imagenet512/val/n02107574/ILSVRC2012_val_00034266.JPEG,1026,83.91765117645264,0.0009984970092773438,45406
76,/home/projects/bagon/shared/imagenet512/val/n12144580/ILSVRC2012_val_00040756.JPEG,711,122.14998722076416,0.0009937286376953125,45461
77,/home/projects/bagon/shared/imagenet512/val/n02105056/ILSVRC2012_val_00035640.JPEG,452,298.37134552001953,0.0009975433349609375,45518
78,/home/projects/bagon/shared/imagenet512/val/n07932039/ILSVRC2012_val_00032432.JPEG,455,86.82694244384766,0.00099945068359375,45724
79,/home/projects/bagon/shared/imagenet512/val/n04192698/ILSVRC2012_val_00025337.JPEG,229,73.0610580444336,0.0009946823120117188,45972
80,/home/projects/bagon/shared/imagenet512/val/n04192698/ILSVRC2012_val_00019697.JPEG,247,136.38211154937744,0.0009965896606445312,46092
81,/home/projects/bagon/shared/imagenet512/val/n04525038/ILSVRC2012_val_00006115.JPEG,470,205.0946559906006,0.0009984970092773438,46169
82,/home/projects/bagon/shared/imagenet512/val/n04141076/ILSVRC2012_val_00026817.JPEG,394,68.05217361450195,0.0009965896606445312,46184
83,/home/projects/bagon/shared/imagenet512/val/n01749939/ILSVRC2012_val_00041931.JPEG,722,22.572108268737793,0.00099945068359375,46486
84,/home/projects/bagon/shared/imagenet512/val/n02134418/ILSVRC2012_val_00003135.JPEG,403,60.278292655944824,0.0009984970092773438,46572
85,/home/projects/bagon/shared/imagenet512/val/n01873310/ILSVRC2012_val_00035112.JPEG,427,100.10753536224365,0.0009965896606445312,46739
86,/home/projects/bagon/shared/imagenet512/val/n06596364/ILSVRC2012_val_00001019.JPEG,328,380.1691598892212,0.0009927749633789062,47321
87,/home/projects/bagon/shared/imagenet512/val/n02167151/ILSVRC2012_val_00030459.JPEG,561,66.37535285949707,0.00099945068359375,47343
88,/home/projects/bagon/shared/imagenet512/val/n03124043/ILSVRC2012_val_00040276.JPEG,265,107.02888202667236,0.0009965896606445312,47381
89,/home/projects/bagon/shared/imagenet512/val/n09428293/ILSVRC2012_val_00003056.JPEG,576,96.84993171691895,0.0009946823120117188,47724
90,/home/projects/bagon/shared/imagenet512/val/n02123159/ILSVRC2012_val_00025396.JPEG,590,69.46891403198242,0.0009946823120117188,47808
91,/home/projects/bagon/shared/imagenet512/val/n04264628/ILSVRC2012_val_00043429.JPEG,912,100.75876331329346,0.0009918212890625,48035
92,/home/projects/bagon/shared/imagenet512/val/n02093991/ILSVRC2012_val_00032239.JPEG,549,1150.9305276870728,0.0009918212890625,48168
93,/home/projects/bagon/shared/imagenet512/val/n04328186/ILSVRC2012_val_00049993.JPEG,412,46.600239753723145,0.0009908676147460938,48273
94,/home/projects/bagon/shared/imagenet512/val/n15075141/ILSVRC2012_val_00021201.JPEG,757,59.08046627044678,0.0009946823120117188,48352
95,/home/projects/bagon/shared/imagenet512/val/n04070727/ILSVRC2012_val_00004133.JPEG,338,262.8511142730713,0.0009984970092773438,48401
96,/home/projects/bagon/shared/imagenet512/val/n04235860/ILSVRC2012_val_00020019.JPEG,167,160.86576652526855,0.0009984970092773438,48666
97,/home/projects/bagon/shared/imagenet512/val/n04026417/ILSVRC2012_val_00042987.JPEG,1133,215.43755531311035,0.0009908676147460938,48776
98,/home/projects/bagon/shared/imagenet512/val/n02167151/ILSVRC2012_val_00039157.JPEG,588,103.36289501190186,0.00099945068359375,49271
99,/home/projects/bagon/shared/imagenet512/val/n02790996/ILSVRC2012_val_00015734.JPEG,579,53.47102069854736,0.0009965896606445312,49843
