universal_difficulty_rank,total_steps_to_epsilon,total_loss_sum,final_loss,weight_distance,softmax_wasserstein,grad_mass_wasserstein,global_linear_cka,num_contributing_models
34820,721.0,584.3246955871582,0.00097274780273435,0.05656986124149885,0.9807426746781006,0.09433423101199831,0.9925339914827409,2
35005,553.0,427.5296459197998,0.00097465515136715,0.044356292865571606,0.9763084074857198,0.1385963505833575,0.9955588059383411,2
35491,368.0,51.11933898925781,0.0009956359863280998,0.02908128612528635,0.6168964165321784,0.10366500733765871,0.9977493323974325,2
35556,1028.0,250.16932487487793,0.0009822845458984,0.063975006271138,0.8864065137112055,0.2562676362576626,0.9901796753789514,2
35872,548.0,325.0223693847656,0.0009613037109374499,0.0450517388138308,0.9505325443264309,0.1446504931459911,0.9970445165484811,2
35969,479.0,82.68559646606445,0.00097274780273435,0.034305264187190196,0.7307949390437161,0.16583208885133935,0.9955125859166434,2
36016,746.5,234.25846481323242,0.0009956359863280998,0.0508194624914694,0.9341938620729712,0.24370653283606866,0.9953914529127773,2
36474,997.0,370.122859954834,0.0009880065917968498,0.0620553736352069,0.9573978563154824,0.14311690226879226,0.989959296558536,2
36516,416.0,56.731428146362305,0.0009365081787109,0.0298148553314879,0.6583030971815188,0.07053660864861985,0.9972283561194659,2
36537,1029.5,330.668249130249,0.0009822845458984,0.06576487697201205,0.824578922109988,0.07519645928014485,0.9896974198347395,2
36582,209.5,4.519742965698242,0.00091361999511715,0.0151270478249475,0.13748162361669566,0.04648541199703475,0.9994216281741586,2
36760,657.5,67.58266258239746,0.00097465515136715,0.044355824634069355,0.5814519888706269,0.0955706303696689,0.9938772257445578,2
36775,793.5,783.0330982208252,0.00097846984863275,0.0624953863683293,0.9918860656059709,0.1398574003129645,0.9929175806386068,2
36822,744.0,1002.9272785186768,0.0009632110595702499,0.05796337674128675,0.9979184582601333,0.21565383289003093,0.9898659773896852,2
36829,510.0,349.05592346191406,0.0009689331054686999,0.0407146423536648,0.9737337032359923,0.10821714529854105,0.9921982250088256,2
36850,361.0,76.79530334472656,0.0009765624999999499,0.0291534946222467,0.5669015910850012,0.10616154290644489,0.9983908665687976,2
37374,494.0,252.50591468811035,0.0009670257568359,0.0410386268619374,0.8957089864803622,0.0511338399071851,0.9960323133916265,2
37376,779.0,421.9391460418701,0.0009632110595702999,0.0584396689319959,0.9607944166006446,0.06921753501100575,0.9868687513536252,2
37503,903.5,168.15129280090332,0.0009708404541015499,0.05682949221276585,0.807517992743568,0.0985371187824014,0.9947610367004768,2
37530,518.0,97.90771865844727,0.0009574890136718,0.0386686771103959,0.7480943500245185,0.1528611388766997,0.9965243850692694,2
37659,1455.0,389.2929878234863,0.0009956359863280998,0.086000324961056,0.897405752328813,0.16033070875707572,0.9797088324458273,2
37840,774.5,242.9517879486084,0.00093269348144525,0.052883719718052405,0.9154029160045185,0.0815003980000653,0.9928372631708615,2
37896,941.0,303.1068000793457,0.00099182128906245,0.0624882732606175,0.9193011543951435,0.1513808622235175,0.9935373349796439,2
38086,570.5,410.87701416015625,0.0009918212890625,0.046454949890894104,0.9776762405712931,0.1775304174915508,0.9944820630370039,2
38092,585.0,437.26455879211426,0.00095939636230465,0.047074774705555905,0.9695254426851851,0.06210905947911535,0.9952573028094429,2
38426,935.0,495.586030960083,0.00095939636230465,0.06522306190307,0.9621269666654683,0.07204250616473505,0.9893466687166256,2
39286,476.0,78.81752586364746,0.0009632110595702999,0.03486945659695505,0.6829817073192295,0.16585155726353884,0.9955949996943974,2
39304,820.5,218.2035675048828,0.0009651184082031001,0.05550752059033995,0.8712588731443451,0.0522569556627032,0.9858097507113973,2
39314,612.0,120.82610702514648,0.00095748901367185,0.0435241065943153,0.8059820007863296,0.1709759137698788,0.9962484329635701,2
40447,488.0,272.44969177246094,0.0009269714355468,0.0399704214231698,0.918382119597843,0.0964595796421543,0.9951957513866894,2
40666,741.0,565.7311840057373,0.00095939636230465,0.05583594831472745,0.9859865656251916,0.04400336913925425,0.9898469150543323,2
40840,792.5,183.5513801574707,0.0009880065917968498,0.0485591169716173,0.9115343809996985,0.36704352181391686,0.9943844467092591,2
41572,763.5,163.3318634033203,0.0009307861328124499,0.05036378700771585,0.8205678725502985,0.06140466105963155,0.9925143574657112,2
42007,1020.5,1951.1926021575928,0.0009365081787109,0.080562898631195,0.9986081763680842,0.10279969225700539,0.9831665133935322,2
42073,505.5,319.89939880371094,0.0009422302246093501,0.0408520249440409,0.9676556673783299,0.10377456116239125,0.996572273846041,2
42208,656.0,211.73443412780765,0.0009517669677734,0.047559957534813,0.9086906013840652,0.14705820235457157,0.9934717874265334,2
42626,795.0,1280.0895977020264,0.0009822845458984,0.06246404668869695,0.9982360486747712,0.1907567831997109,0.9897825403513046,2
42679,962.5,232.7521095275879,0.0009880065917968498,0.06559388312991785,0.8141779552983337,0.14224087014901565,0.9928319177104037,2
42707,917.5,1285.5900344848633,0.00099182128906245,0.06596705946102299,0.9984002879875552,0.19909990282012408,0.9862188305960764,2
42797,717.0,642.5346183776855,0.0009765625,0.055219396431929454,0.9931725536510614,0.10231791794056369,0.9916413475030195,2
42878,1106.0,871.9189147949219,0.0009956359863280998,0.0755099736064905,0.9885933917041068,0.2049452182660881,0.9874715357966322,2
42920,779.5,425.4349822998047,0.0009803771972655998,0.057567234310478346,0.9533278652969458,0.0426978055726797,0.9944226727111964,2
43279,607.5,533.3099575042725,0.00095939636230465,0.05019404508402785,0.9873271930447332,0.10610139550673806,0.9931053844322838,2
43290,769.0,518.2939987182617,0.0009803771972655998,0.051748729794956996,0.9584788062156957,0.24496011098987924,0.9921191151641872,2
43421,485.0,192.1424102783203,0.0009956359863280998,0.039427274421664604,0.9114697450809235,0.1196147963359873,0.9959874974952232,2
43950,994.5,221.92162132263184,0.0009708404541015499,0.06257070849830415,0.8286208678022335,0.1274466254435834,0.9933035611706396,2
44028,612.0,263.52971839904785,0.0009555816650390499,0.0444773916711569,0.955254096517365,0.19294754183685692,0.994275566274482,2
44171,842.0,420.9647445678711,0.0009880065917968498,0.0612406900491729,0.933450029682804,0.090441454147489,0.9915000262266536,2
44336,653.5,1163.3562278747559,0.00099182128906245,0.05557255236375715,0.9976414895565999,0.1369252385143743,0.990118363500337,2
44347,662.5,347.1476879119873,0.00094413757324215,0.047798359259800305,0.9521482429538769,0.4030152624652741,0.994341274090548,2
44878,976.5,988.2841529846191,0.0009574890136718501,0.06942364295184844,0.9954497334735627,0.1227823941604948,0.9893297412541309,2
44917,784.5,365.5738925933838,0.0009670257568359,0.05481799677136375,0.9691006002414979,0.2533500486536988,0.9935725725973371,2
44935,1167.0,2913.624273300171,0.00095939636230465,0.09225786216615245,0.9989238171097063,0.15287741800257648,0.9813800514604313,2
45049,722.5,854.9391593933105,0.00095748901367185,0.05879019293176005,0.9954708135528714,0.04270475056045625,0.9886175646549703,2
45307,925.0,319.9750213623047,0.00095748901367185,0.06160158216519385,0.925492403363258,0.15994591690561494,0.9933547392883626,2
45672,1661.5,144.9441375732422,0.0009765625,0.0835690697821248,0.6091516557852411,0.2978881662100757,0.9915065509535963,2
45799,832.5,245.18833160400393,0.0009765625,0.0587865899041228,0.8586864170391022,0.07814285180958905,0.9885879404347662,2
46042,1898.0,266.02577209472656,0.0009613037109374499,0.09639405445469515,0.7392277925707973,0.3184956511840453,0.9873249575800773,2
46117,949.5,837.4061050415039,0.00095748901367185,0.06387878858248275,0.9957571148010398,0.25196115088342896,0.9892728109623496,2
46129,731.0,1146.3277225494385,0.00094413757324215,0.05720242588376845,0.99808296159943,0.1206441399570706,0.9883111259064918,2
46316,971.5,108.62412834167479,0.00094413757324215,0.052237042140006795,0.5928131997421382,0.13922905166482386,0.9956758170321778,2
46979,1583.0,919.8956832885742,0.0009841918945312,0.0971323677306137,0.9826095788539385,0.4925901080238823,0.986441708095483,2
47222,1061.0,447.0548439025879,0.0009956359863280998,0.06509401585923895,0.8373229607346373,0.06877250900649626,0.9886246657503073,2
47496,2122.5,342.1877727508545,0.0009326934814452999,0.10610210901223326,0.8018802203049392,0.2140079880587171,0.9814020614415115,2
48087,786.0,1039.1043701171875,0.0009727478027343501,0.060244439855552695,0.9972577806397795,0.14375484799381066,0.9867119994176234,2
48090,1200.5,740.1683578491211,0.0009880065917968498,0.0807696126098427,0.9844069463696241,0.18150258565853788,0.9890627953201911,2
48168,941.5,405.9993724822998,0.0009708404541014999,0.0616260698109609,0.9543315062265045,0.1994914446503644,0.9932219825379405,2
48189,919.0,568.5770778656006,0.0009670257568359,0.06500878154297404,0.9692203757206611,0.267614008100594,0.9879083724146724,2
48196,1233.0,709.1593933105469,0.00097274780273435,0.0782082411218846,0.9712007042630921,0.2182661599367692,0.9849784541654992,2
48205,1734.0,514.3781852722168,0.00093460083007805,0.0984441140954262,0.9222951892713886,0.2010178687987789,0.9838335158624367,2
48224,596.0,388.5158634185791,0.00097465515136715,0.04703002636571725,0.9590754191792484,0.0340074355434735,0.9920803230734707,2
48243,776.0,1483.4633617401123,0.00097465515136715,0.06296163121199655,0.998556501814786,0.0760714488048273,0.990587284692358,2
48244,654.0,520.360330581665,0.000986099243164,0.05092873557770955,0.9880116678874851,0.17839070740318805,0.9942370931959128,2
48258,984.5,346.99046897888184,0.0009670257568359,0.0648446342740604,0.9337859409810837,0.27309826447956675,0.9904794251954914,2
48334,1070.0,1765.4378471374512,0.0009613037109374499,0.0785388695654671,0.9989105304556816,0.14354206825275645,0.9861619234311592,2
48335,946.5,722.7763748168945,0.0009994506835937,0.065580806087951,0.993300604396938,0.2217109945005342,0.9934235038216478,2
48356,630.0,222.71909713745117,0.0009994506835937,0.045670379571963904,0.6813540674882403,0.07891066989391154,0.9952955031869672,2
48360,606.0,680.8201217651367,0.00096511840820305,0.0503432954530119,0.990779377171316,0.06755164823496959,0.9953664880024836,2
48401,697.0,1001.1945819854735,0.00094413757324215,0.0569966538650333,0.9968332775543082,0.1271248462521693,0.9897203410888418,2
48402,1229.5,2269.3031158447266,0.00098419189453125,0.09124515191879659,0.998807001557627,0.1639504458081567,0.9827533642478006,2
48412,1611.5,549.6102333068848,0.0009994506835937,0.09729618087535666,0.9333941936476998,0.16938122436854555,0.9872954118006669,2
48429,892.0,1604.8456840515137,0.0009956359863280998,0.0690586330108115,0.9979262376866432,0.1284168648849417,0.9860393118752395,2
48434,477.5,167.0597267150879,0.00099182128906245,0.037066945858794706,0.7718005336231359,0.1054850648879663,0.9953669924598527,2
48456,1408.0,214.98338317871094,0.00097274780273435,0.081300353689207,0.7247330081193568,0.0759799812639898,0.9855878308332067,2
