wnid,label,rank,image_path
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",20871,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00008645.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",20927,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00047253.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",23372,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00016910.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",24700,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00000783.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",27584,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00004050.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",28642,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00002095.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",29787,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00025111.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",30478,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00012602.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",31094,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00015097.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",37370,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00012073.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",37403,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00006454.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",37567,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00020742.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",39000,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00010791.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",39822,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00040152.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",40815,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00047542.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",41708,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00049230.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",42007,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00030580.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",42476,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00026785.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",42553,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00037867.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",42654,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00017612.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",43995,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00025560.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",44425,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00049479.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",44881,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00008456.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",45697,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00007417.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",45816,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00014908.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",46148,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00022310.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",46405,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00034656.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",46778,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00036335.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",46805,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00002359.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",47347,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00037730.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",47659,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00003180.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",47916,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00035771.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",48009,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00021809.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",48479,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00041210.JPEG"
n03691459,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",49514,"/home/projects/bagon/shared/imagenet512/val/n03691459/ILSVRC2012_val_00032601.JPEG"
n03452741,"grand piano, grand",2581,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00021661.JPEG"
n03452741,"grand piano, grand",5095,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00047672.JPEG"
n03452741,"grand piano, grand",5620,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00016899.JPEG"
n03452741,"grand piano, grand",6089,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00007940.JPEG"
n03452741,"grand piano, grand",6262,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00029617.JPEG"
n03452741,"grand piano, grand",6334,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00037936.JPEG"
n03452741,"grand piano, grand",7155,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00018954.JPEG"
n03452741,"grand piano, grand",7344,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00025572.JPEG"
n03452741,"grand piano, grand",8410,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00007450.JPEG"
n03452741,"grand piano, grand",9090,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00021190.JPEG"
n03452741,"grand piano, grand",10657,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00020812.JPEG"
n03452741,"grand piano, grand",11759,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00037045.JPEG"
n03452741,"grand piano, grand",12240,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00006036.JPEG"
n03452741,"grand piano, grand",13416,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00019981.JPEG"
n03452741,"grand piano, grand",13804,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00013511.JPEG"
n03452741,"grand piano, grand",13855,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00034629.JPEG"
n03452741,"grand piano, grand",14646,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00021695.JPEG"
n03452741,"grand piano, grand",15029,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00018721.JPEG"
n03452741,"grand piano, grand",16629,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00032387.JPEG"
n03452741,"grand piano, grand",17531,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00032753.JPEG"
n03452741,"grand piano, grand",17644,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00028864.JPEG"
n03452741,"grand piano, grand",18512,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00002690.JPEG"
n03452741,"grand piano, grand",18879,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00011986.JPEG"
n03452741,"grand piano, grand",19936,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00001017.JPEG"
n03452741,"grand piano, grand",20036,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00022718.JPEG"
n03452741,"grand piano, grand",21394,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00000662.JPEG"
n03452741,"grand piano, grand",21815,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00043659.JPEG"
n03452741,"grand piano, grand",23839,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00013298.JPEG"
n03452741,"grand piano, grand",24098,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00028207.JPEG"
n03452741,"grand piano, grand",29518,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00025854.JPEG"
n03452741,"grand piano, grand",31039,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00043735.JPEG"
n03452741,"grand piano, grand",34465,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00039714.JPEG"
n03452741,"grand piano, grand",34554,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00008996.JPEG"
n03452741,"grand piano, grand",35207,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00010820.JPEG"
n03452741,"grand piano, grand",35874,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00020252.JPEG"
n03452741,"grand piano, grand",36798,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00033366.JPEG"
n03452741,"grand piano, grand",39098,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00039717.JPEG"
n03452741,"grand piano, grand",40878,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00026127.JPEG"
n03452741,"grand piano, grand",41852,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00048755.JPEG"
n03452741,"grand piano, grand",42636,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00012694.JPEG"
n03452741,"grand piano, grand",44344,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00010946.JPEG"
n03452741,"grand piano, grand",45700,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00029142.JPEG"
n03452741,"grand piano, grand",45772,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00012805.JPEG"
n03452741,"grand piano, grand",45790,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00035196.JPEG"
n03452741,"grand piano, grand",46573,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00003889.JPEG"
n03452741,"grand piano, grand",46738,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00028144.JPEG"
n03452741,"grand piano, grand",47644,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00021188.JPEG"
n03452741,"grand piano, grand",47925,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00016165.JPEG"
n03452741,"grand piano, grand",48005,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00034400.JPEG"
n03452741,"grand piano, grand",49866,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00029952.JPEG"
n03187595,"dial telephone, dial phone",1183,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00003253.JPEG"
n03187595,"dial telephone, dial phone",1203,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00034672.JPEG"
n03187595,"dial telephone, dial phone",1400,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00005579.JPEG"
n03187595,"dial telephone, dial phone",1903,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00022385.JPEG"
n03187595,"dial telephone, dial phone",1918,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00036261.JPEG"
n03187595,"dial telephone, dial phone",3396,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00004568.JPEG"
n03187595,"dial telephone, dial phone",4841,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00037631.JPEG"
n03187595,"dial telephone, dial phone",5141,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00023876.JPEG"
n03187595,"dial telephone, dial phone",5870,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00023321.JPEG"
n03187595,"dial telephone, dial phone",6129,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00030284.JPEG"
n03187595,"dial telephone, dial phone",6328,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00012385.JPEG"
n03187595,"dial telephone, dial phone",6605,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00007403.JPEG"
n03187595,"dial telephone, dial phone",6799,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00003171.JPEG"
n03187595,"dial telephone, dial phone",6919,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00009824.JPEG"
n03187595,"dial telephone, dial phone",8577,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00039726.JPEG"
n03187595,"dial telephone, dial phone",9766,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00011934.JPEG"
n03187595,"dial telephone, dial phone",9992,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00030193.JPEG"
n03187595,"dial telephone, dial phone",10037,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00029600.JPEG"
n03187595,"dial telephone, dial phone",10502,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00029045.JPEG"
n03187595,"dial telephone, dial phone",10570,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00022668.JPEG"
n03187595,"dial telephone, dial phone",10948,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00035025.JPEG"
n03187595,"dial telephone, dial phone",11503,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00048472.JPEG"
n03187595,"dial telephone, dial phone",13362,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00013729.JPEG"
n03187595,"dial telephone, dial phone",13771,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00031617.JPEG"
n03187595,"dial telephone, dial phone",13858,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00042219.JPEG"
n03187595,"dial telephone, dial phone",14203,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00037784.JPEG"
n03187595,"dial telephone, dial phone",14245,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00029012.JPEG"
n03187595,"dial telephone, dial phone",14717,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00044523.JPEG"
n03187595,"dial telephone, dial phone",15365,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00020238.JPEG"
n03187595,"dial telephone, dial phone",16417,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00028832.JPEG"
n03187595,"dial telephone, dial phone",16759,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00037944.JPEG"
n03187595,"dial telephone, dial phone",16869,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00022826.JPEG"
n03187595,"dial telephone, dial phone",17564,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00026565.JPEG"
n03187595,"dial telephone, dial phone",19564,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00025136.JPEG"
n03187595,"dial telephone, dial phone",22345,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00016388.JPEG"
n03187595,"dial telephone, dial phone",22559,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00029370.JPEG"
n03187595,"dial telephone, dial phone",24173,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00028433.JPEG"
n03187595,"dial telephone, dial phone",25137,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00002712.JPEG"
n03187595,"dial telephone, dial phone",26351,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00028407.JPEG"
n03187595,"dial telephone, dial phone",27943,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00046351.JPEG"
n03187595,"dial telephone, dial phone",30506,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00021651.JPEG"
n03187595,"dial telephone, dial phone",31523,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00017123.JPEG"
n03187595,"dial telephone, dial phone",34378,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00010652.JPEG"
n03187595,"dial telephone, dial phone",34499,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00025972.JPEG"
n03187595,"dial telephone, dial phone",35180,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00021048.JPEG"
n03187595,"dial telephone, dial phone",36050,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00033592.JPEG"
n03187595,"dial telephone, dial phone",37876,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00021110.JPEG"
n03187595,"dial telephone, dial phone",39772,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00005223.JPEG"
n03187595,"dial telephone, dial phone",42722,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00016249.JPEG"
n03187595,"dial telephone, dial phone",43886,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00000137.JPEG"
n03481172,"hammer",2870,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00037086.JPEG"
n03481172,"hammer",14579,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00038221.JPEG"
n03481172,"hammer",15575,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00009070.JPEG"
n03481172,"hammer",17143,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00003387.JPEG"
n03481172,"hammer",19432,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00010847.JPEG"
n03481172,"hammer",19992,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00024678.JPEG"
n03481172,"hammer",20190,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00001110.JPEG"
n03481172,"hammer",20236,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00015880.JPEG"
n03481172,"hammer",22554,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00039315.JPEG"
n03481172,"hammer",23704,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00021070.JPEG"
n03481172,"hammer",24025,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00007391.JPEG"
n03481172,"hammer",27201,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00029860.JPEG"
n03481172,"hammer",28600,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00032002.JPEG"
n03481172,"hammer",28803,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00044928.JPEG"
n03481172,"hammer",29171,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00009914.JPEG"
n03481172,"hammer",29514,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00032972.JPEG"
n03481172,"hammer",30880,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00037956.JPEG"
n03481172,"hammer",31140,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00025789.JPEG"
n03481172,"hammer",31657,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00026993.JPEG"
n03481172,"hammer",31726,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00025034.JPEG"
n03481172,"hammer",31732,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00024402.JPEG"
n03481172,"hammer",32238,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00024424.JPEG"
n03481172,"hammer",32671,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00020314.JPEG"
n03481172,"hammer",33381,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00026527.JPEG"
n03481172,"hammer",34498,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00015583.JPEG"
n03481172,"hammer",35166,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00018822.JPEG"
n03481172,"hammer",36114,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00042543.JPEG"
n03481172,"hammer",37878,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00049008.JPEG"
n03481172,"hammer",38555,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00028474.JPEG"
n03481172,"hammer",39039,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00041876.JPEG"
n03481172,"hammer",39363,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00007907.JPEG"
n03481172,"hammer",39397,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00015962.JPEG"
n03481172,"hammer",40590,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00032084.JPEG"
n03481172,"hammer",40704,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00045142.JPEG"
n03481172,"hammer",40828,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00044583.JPEG"
n03481172,"hammer",41851,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00013413.JPEG"
n03481172,"hammer",41976,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00000887.JPEG"
n03481172,"hammer",42372,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00017991.JPEG"
n03481172,"hammer",42432,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00017376.JPEG"
n03481172,"hammer",42787,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00045395.JPEG"
n03481172,"hammer",43436,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00006198.JPEG"
n03481172,"hammer",43660,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00017320.JPEG"
n03481172,"hammer",43818,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00028069.JPEG"
n03481172,"hammer",44000,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00020721.JPEG"
n03481172,"hammer",44039,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00047166.JPEG"
n03481172,"hammer",45884,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00009152.JPEG"
n03481172,"hammer",45999,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00045767.JPEG"
n03481172,"hammer",46939,"/home/projects/bagon/shared/imagenet512/val/n03481172/ILSVRC2012_val_00001591.JPEG"
