iter	Passed	Remaining
376	3599	10721
377	3608	10712
378	3616	10697
379	3625	10684
380	3632	10667
381	3641	10657
382	3647	10638
383	3656	10627
384	3665	10615
385	3674	10604
386	3681	10586
387	3689	10574
388	3696	10558
389	3705	10546
390	3712	10529
391	3720	10515
392	3728	10502
393	3734	10483
394	3742	10469
395	3748	10450
396	3758	10441
397	3764	10422
398	3774	10414
399	3780	10395
400	3787	10380
401	3793	10361
402	3803	10353
403	3809	10335
404	3820	10329
405	3826	10310
406	3836	10302
407	3842	10284
408	3852	10276
409	3858	10258
410	3868	10250
411	3874	10232
412	3884	10224
413	3890	10206
414	3901	10199
415	3907	10181
416	3917	10173
417	3923	10155
418	3933	10148
419	3939	10130
420	3950	10124
421	3956	10106
422	3966	10098
423	3972	10081
424	3982	10073
425	3988	10055
426	3998	10048
427	4004	10030
428	4014	10021
429	4020	10003
430	4029	9995
431	4036	9978
432	4045	9970
433	4052	9953
434	4061	9944
435	4067	9926
436	4077	9918
437	4083	9901
438	4093	9894
439	4100	9879
440	4110	9871
441	4117	9855
442	4127	9847
443	4133	9830
444	4143	9823
445	4149	9806
446	4159	9798
447	4165	9780
448	4175	9773
449	4181	9757
450	4191	9749
451	4197	9733
452	4208	9726
453	4214	9709
454	4224	9701
455	4230	9685
456	4239	9676
457	4246	9660
458	4255	9651
459	4261	9634
460	4271	9627
461	4278	9612
462	4288	9604
463	4294	9589
464	4304	9581
465	4310	9564
466	4320	9556
467	4326	9540
468	4336	9533
469	4343	9518
470	4353	9510
471	4359	9494
472	4369	9487
473	4375	9471
474	4385	9463
475	4392	9448
476	4402	9441
477	4408	9424
478	4418	9417
479	4424	9401
480	4434	9393
481	4440	9378
482	4450	9371
483	4457	9356
484	4466	9348
485	4473	9332
486	4483	9325
487	4489	9311
488	4499	9302
489	4505	9287
490	4515	9279
491	4521	9264
492	4531	9256
493	4538	9241
494	4548	9234
495	4554	9218
496	4564	9211
497	4570	9196
498	4581	9189
499	4587	9174
500	4597	9167
501	4603	9152
502	4613	9145
503	4619	9129
504	4629	9121
505	4635	9107
506	4645	9099
507	4652	9084
508	4661	9076
509	4668	9061
510	4678	9054
511	4685	9041
512	4695	9033
513	4701	9018
514	4711	9011
515	4717	8995
516	4727	8988
517	4733	8973
518	4743	8966
519	4749	8951
520	4759	8944
521	4765	8928
522	4775	8921
523	4782	8907
524	4792	8899
525	4798	8885
526	4808	8878
527	4815	8864
528	4824	8855
529	4830	8841
530	4840	8833
531	4847	8819
532	4856	8811
533	4863	8797
534	4873	8789
535	4879	8775
536	4889	8768
537	4895	8754
538	4905	8747
539	4911	8732
540	4922	8725
541	4928	8712
542	4938	8704
543	4945	8690
544	4955	8682
545	4961	8669
546	4971	8661
547	4977	8646
548	4987	8639
549	4993	8625
550	5003	8618
551	5010	8604
552	5019	8596
553	5026	8582
554	5036	8575
555	5042	8561
556	5052	8553
557	5058	8539
558	5068	8532
559	5074	8518
560	5085	8511
561	5091	8497
562	5101	8490
563	5107	8476
564	5117	8468
565	5123	8454
566	5133	8446
567	5139	8433
568	5149	8425
569	5155	8411
570	5165	8404
571	5172	8390
572	5182	8384
573	5188	8370
574	5198	8362
575	5204	8348
576	5214	8341
577	5220	8327
578	5230	8320
579	5237	8307
580	5247	8299
581	5253	8286
582	5263	8279
583	5270	8266
584	5280	8258
585	5286	8244
586	5296	8237
587	5302	8224
588	5312	8216
589	5319	8203
590	5328	8195
591	5334	8182
592	5344	8174
593	5350	8160
594	5360	8153
595	5367	8141
596	5377	8133
597	5383	8120
598	5393	8113
599	5399	8099
600	5410	8093
601	5417	8080
602	5427	8074
603	5433	8060
604	5443	8053
605	5450	8040
606	5460	8032
607	5466	8019
608	5475	8011
609	5482	7998
610	5492	7990
611	5498	7978
612	5508	7970
613	5514	7957
614	5524	7950
615	5531	7937
616	5540	7929
617	5547	7916
618	5556	7908
619	5562	7895
620	5572	7888
621	5579	7875
622	5589	7868
623	5595	7855
624	5605	7847
625	5611	7834
626	5621	7826
627	5627	7814
628	5638	7807
629	5644	7795
630	5655	7788
631	5661	7775
632	5670	7767
633	5677	7754
634	5686	7746
635	5693	7734
636	5702	7726
637	5709	7713
638	5718	7705
639	5725	7693
640	5734	7685
641	5741	7672
642	5753	7668
643	5763	7660
644	5771	7650
645	5779	7640
646	5786	7628
647	5792	7616
648	5800	7605
649	5806	7592
650	5816	7585
651	5822	7573
652	5830	7562
653	5836	7549
654	5846	7542
655	5852	7529
656	5862	7522
657	5868	7509
658	5878	7501
659	5884	7489
660	5894	7482
661	5901	7470
662	5910	7462
663	5917	7449
664	5927	7442
665	5933	7430
666	5943	7422
667	5949	7410
668	5959	7402
669	5965	7390
670	5976	7383
671	5981	7370
672	5992	7363
673	5998	7351
674	6008	7343
675	6014	7331
676	6024	7324
677	6030	7311
678	6040	7304
679	6047	7291
680	6057	7284
681	6063	7272
682	6073	7265
683	6079	7252
684	6089	7245
685	6096	7233
686	6105	7225
687	6112	7213
688	6122	7206
689	6128	7193
690	6138	7186
691	6144	7174
692	6154	7166
693	6160	7154
694	6170	7147
695	6177	7135
696	6186	7127
697	6193	7116
698	6203	7108
699	6209	7096
700	6219	7089
701	6226	7077
702	6236	7069
703	6242	7057
704	6252	7050
705	6258	7038
706	6268	7031
707	6274	7019
708	6284	7011
709	6290	6999
710	6300	6991
711	6306	6979
712	6316	6972
713	6322	6960
714	6333	6953
715	6339	6941
716	6349	6933
717	6355	6921
718	6365	6914
719	6371	6902
720	6381	6894
721	6387	6883
722	6398	6875
723	6404	6864
724	6414	6856
725	6420	6844
726	6430	6837
727	6436	6825
728	6446	6818
729	6452	6806
730	6462	6798
731	6469	6787
732	6478	6779
733	6485	6767
734	6495	6760
735	6501	6748
736	6512	6741
737	6518	6730
738	6529	6723
739	6537	6714
740	6545	6704
741	6553	6695
742	6561	6684
743	6567	6673
744	6575	6663
745	6581	6652
746	6590	6643
747	6596	6631
748	6606	6623
749	6612	6612
750	6622	6604
751	6628	6593
752	6639	6586
753	6645	6574
754	6655	6567
755	6661	6556
756	6671	6548
757	6678	6537
758	6688	6529
759	6694	6518
760	6704	6510
761	6710	6499
762	6720	6491
763	6727	6480
764	6737	6473
765	6746	6464
766	6753	6453
767	6759	6442
768	6768	6434
769	6775	6423
770	6785	6415
771	6791	6404
772	6801	6396
773	6806	6384
774	6816	6376
775	6823	6366
776	6833	6358
777	6839	6347
778	6849	6339
779	6855	6328
780	6866	6320
781	6872	6309
782	6882	6302
783	6888	6291
784	6898	6283
785	6905	6272
786	6915	6265
787	6922	6254
788	6929	6244
789	6935	6233
790	6946	6226
791	6952	6214
792	6961	6206
793	6967	6195
794	6977	6187
795	6983	6176
796	6993	6168
797	7000	6158
798	7010	6150
799	7016	6139
800	7026	6131
801	7032	6120
802	7042	6112
803	7048	6101
804	7058	6094
805	7065	6083
806	7074	6075
807	7080	6064
808	7091	6056
809	7097	6046
810	7107	6038
811	7113	6027
812	7124	6020
813	7130	6009
814	7138	5999
815	7144	5988
816	7154	5980
817	7160	5969
818	7169	5961
819	7176	5951
820	7186	5943
821	7192	5932
822	7201	5924
823	7208	5913
824	7218	5905
825	7224	5894
826	7234	5887
827	7240	5876
828	7250	5868
829	7257	5858
830	7267	5850
831	7274	5840
832	7281	5830
833	7287	5819
834	7297	5812
835	7304	5801
836	7314	5793
837	7320	5783
838	7328	5773
839	7334	5762
840	7344	5755
841	7350	5744
842	7359	5735
843	7365	5724
844	7375	5716
845	7381	5706
846	7390	5698
847	7397	5687
848	7407	5679
849	7413	5668
850	7423	5661
851	7429	5650
852	7440	5643
853	7446	5632
854	7457	5626
855	7466	5617
856	7474	5608
857	7485	5601
858	7492	5590
859	7502	5583
860	7510	5574
861	7524	5569
862	7541	5566
863	7552	5559
864	7559	5549
865	7571	5542
866	7580	5534
867	7588	5525
868	7597	5516
869	7604	5506
870	7617	5501
871	7624	5491
872	7635	5483
873	7642	5473
874	7654	5467
875	7664	5459
876	7671	5449
877	7681	5442
878	7687	5431
879	7698	5424
880	7706	5414
881	7718	5408
882	7732	5403
883	7738	5392
884	7749	5385
885	7759	5377
886	7768	5368
887	7777	5360
888	7785	5350
889	7795	5342
890	7802	5332
891	7813	5325
892	7819	5315
893	7830	5308
894	7837	5298
895	7845	5288
896	7856	5281
897	7862	5270
898	7871	5262
899	7879	5252
900	7888	5244
901	7895	5234
902	7905	5226
903	7911	5216
904	7921	5208
905	7928	5198
906	7940	5191
907	7946	5180
908	7956	5173
909	7963	5163
910	7973	5155
911	7979	5144
912	7990	5137
913	7996	5127
914	8007	5119
915	8015	5110
916	8024	5101
917	8032	5092
918	8041	5083
919	8051	5075
920	8057	5065
921	8067	5057
922	8074	5047
923	8084	5039
924	8090	5029
925	8100	5021
926	8107	5011
927	8118	5003
928	8124	4993
929	8136	4986
930	8142	4976
931	8153	4968
932	8159	4958
933	8168	4950
934	8174	4939
935	8185	4932
936	8195	4924
937	8201	4913
938	8210	4905
939	8218	4896
940	8229	4888
941	8236	4878
942	8246	4871
943	8253	4861
944	8264	4853
945	8270	4843
946	8280	4835
947	8286	4825
948	8297	4817
949	8304	4807
950	8314	4800
951	8325	4792
952	8333	4783
953	8343	4775
954	8350	4765
955	8360	4757
956	8367	4747
957	8379	4740
958	8385	4730
959	8396	4723
960	8405	4714
961	8413	4705
962	8423	4697
963	8429	4687
964	8439	4678
965	8445	4668
966	8454	4660
967	8462	4650
968	8470	4641
969	8477	4632
970	8486	4623
971	8493	4613
972	8502	4605
973	8509	4595
974	8515	4585
975	8523	4576
976	8529	4565
977	8539	4557
978	8545	4547
979	8555	4539
980	8562	4529
981	8569	4520
982	8576	4510
983	8585	4502
984	8592	4492
985	8601	4484
986	8608	4474
987	8617	4465
988	8624	4456
989	8633	4447
990	8643	4439
991	8650	4429
992	8660	4422
993	8667	4412
994	8677	4404
995	8684	4394
996	8695	4387
997	8701	4377
998	8712	4369
999	8719	4359
1000	8730	4352
1001	8738	4343
1002	8746	4334
1003	8755	4325
1004	8763	4316
1005	8771	4307
1006	8778	4297
1007	8787	4288
1008	8794	4279
1009	8800	4269
1010	8810	4261
1011	8816	4251
1012	8827	4243
1013	8836	4235
1014	8843	4225
1015	8849	4215
1016	8859	4207
1017	8868	4198
1018	8875	4189
1019	8881	4179
1020	8891	4171
1021	8898	4161
1022	8907	4153
1023	8913	4143
1024	8924	4135
1025	8933	4127
1026	8940	4117
1027	8949	4108
1028	8958	4100
1029	8969	4092
1030	8975	4083
1031	8986	4075
1032	8992	4065
1033	9002	4057
1034	9008	4047
1035	9019	4039
1036	9025	4029
1037	9036	4022
1038	9042	4012
1039	9068	4011
1040	9075	4001
1041	9085	3993
1042	9092	3983
1043	9102	3975
1044	9109	3966
1045	9119	3958
1046	9127	3949
1047	9135	3940
1048	9144	3931
1049	9151	3922
1050	9160	3913
1051	9167	3904
1052	9173	3894
1053	9183	3886
1054	9189	3876
1055	9199	3868
1056	9208	3859
1057	9215	3850
1058	9221	3840
1059	9232	3832
1060	9238	3822
1061	9247	3814
1062	9254	3804
1063	9264	3796
1064	9270	3786
1065	9281	3778
1066	9289	3769
1067	9297	3760
1068	9306	3752
1069	9313	3742
1070	9319	3732
1071	9329	3724
1072	9335	3714
1073	9344	3706
1074	9350	3696
1075	9360	3688
1076	9366	3678
1077	9376	3670
1078	9383	3661
1079	9395	3653
1080	9404	3645
1081	9411	3635
1082	9420	3627
1083	9427	3618
1084	9438	3610
1085	9444	3600
1086	9456	3592
1087	9462	3583
1088	9473	3575
1089	9479	3565
1090	9490	3557
1091	9497	3548
1092	9504	3539
1093	9514	3531
1094	9522	3521
1095	9533	3514
1096	9541	3505
1097	9551	3497
1098	9558	3487
1099	9570	3480
1100	9579	3471
1101	9586	3462
1102	9595	3453
1103	9603	3444
1104	9612	3436
1105	9618	3426
1106	9627	3417
1107	9635	3408
1108	9643	3400
1109	9651	3391
1110	9659	3382
1111	9668	3373
1112	9678	3365
1113	9685	3356
1114	9696	3348
1115	9703	3338
1116	9715	3331
1117	9723	3322
1118	9730	3313
1119	9739	3304
1120	9747	3295
1121	9757	3287
1122	9763	3277
1123	9774	3269
1124	9780	3260
1125	9791	3252
1126	9797	3242
1127	9809	3234
1128	9815	3225
1129	9827	3218
1130	9838	3210
1131	9846	3200
1132	9859	3193
1133	9865	3184
1134	9876	3176
1135	9885	3167
1136	9892	3158
1137	9901	3149
1138	9909	3140
1139	9918	3132
1140	9925	3123
1141	9934	3114
1142	9941	3105
1143	9947	3095
1144	9955	3086
1145	9963	3077
1146	9970	3068
1147	9976	3058
1148	9986	3050
1149	9993	3041
1150	10002	3032
1151	10008	3023
1152	10019	3015
1153	10029	3007
1154	10036	2998
1155	10045	2989
1156	10052	2980
1157	10060	2971
1158	10068	2962
1159	10077	2953
1160	10084	2944
1161	10090	2935
1162	10098	2926
1163	10106	2917
1164	10114	2908
1165	10124	2900
1166	10130	2890
1167	10140	2882
1168	10147	2873
1169	10157	2864
1170	10164	2855
1171	10174	2847
1172	10180	2838
1173	10192	2830
1174	10198	2820
1175	10209	2812
1176	10215	2803
1177	10227	2795
1178	10233	2786
1179	10244	2778
1180	10253	2769
1181	10261	2760
1182	10271	2752
1183	10278	2743
1184	10287	2734
1185	10294	2725
1186	10302	2716
1187	10311	2707
1188	10321	2699
1189	10327	2690
1190	10339	2682
1191	10346	2673
1192	10356	2665
1193	10362	2655
1194	10374	2647
1195	10383	2639
1196	10390	2630
1197	10399	2621
1198	10406	2612
1199	10415	2603
1200	10422	2594
1201	10428	2585
1202	10438	2577
1203	10445	2567
1204	10452	2558
1205	10459	2549
1206	10466	2540
1207	10475	2532
1208	10482	2523
1209	10488	2513
1210	10496	2504
1211	10505	2496
1212	10512	2487
1213	10520	2478
1214	10528	2469
1215	10535	2460
1216	10542	2451
1217	10549	2442
1218	10558	2433
1219	10564	2424
1220	10575	2416
1221	10581	2407
1222	10590	2398
1223	10597	2389
1224	10610	2381
1225	10624	2374
1226	10633	2365
1227	10642	2357
1228	10652	2348
1229	10660	2340
1230	10671	2332
1231	10684	2324
1232	10691	2315
1233	10702	2307
1234	10709	2298
1235	10721	2289
1236	10730	2281
1237	10738	2272
1238	10747	2264
1239	10755	2255
1240	10764	2246
1241	10772	2237
1242	10782	2229
1243	10788	2220
1244	10800	2212
1245	10808	2203
1246	10820	2195
1247	10829	2186
1248	10837	2177
1249	10847	2169
1250	10855	2160
1251	10867	2152
1252	10874	2143
1253	10885	2135
1254	10898	2127
1255	10906	2118
1256	10917	2110
1257	10923	2101
1258	10931	2092
1259	10941	2084
1260	10948	2075
1261	10958	2066
1262	10964	2057
1263	10974	2048
1264	10981	2039
1265	10992	2031
1266	10999	2022
1267	11010	2014
1268	11017	2005
1269	11027	1997
1270	11038	1988
1271	11045	1979
1272	11054	1971
1273	11062	1962
1274	11070	1953
1275	11077	1944
1276	11085	1935
1277	11094	1927
1278	11102	1918
1279	11109	1909
1280	11118	1900
1281	11126	1892
1282	11135	1883
1283	11142	1874
1284	11153	1866
1285	11160	1857
1286	11170	1848
1287	11177	1839
1288	11189	1831
1289	11195	1822
1290	11206	1814
1291	11216	1805
1292	11224	1797
1293	11237	1788
1294	11244	1779
1295	11255	1771
1296	11261	1762
1297	11271	1754
1298	11278	1745
1299	11289	1736
1300	11300	1728
1301	11307	1719
1302	11317	1711
1303	11324	1702
1304	11335	1693
1305	11341	1684
1306	11351	1676
1307	11358	1667
1308	11368	1658
1309	11375	1649
1310	11385	1641
1311	11392	1632
1312	11402	1623
1313	11409	1615
1314	11414	1605
1315	11420	1596
1316	11430	1588
1317	11437	1579
1318	11448	1571
1319	11455	1562
1320	11465	1553
1321	11471	1544
1322	11479	1535
1323	11489	1527
1324	11496	1518
1325	11507	1509
1326	11517	1501
1327	11530	1493
1328	11540	1484
1329	11547	1475
1330	11558	1467
1331	11564	1458
1332	11575	1450
1333	11582	1441
1334	11594	1433
1335	11604	1424
1336	11612	1415
1337	11622	1407
1338	11630	1398
1339	11642	1390
1340	11648	1381
1341	11660	1372
1342	11671	1364
1343	11677	1355
1344	11688	1347
1345	11696	1338
1346	11708	1329
1347	11717	1321
1348	11728	1312
1349	11739	1304
1350	11746	1295
1351	11757	1287
1352	11765	1278
1353	11773	1269
1354	11782	1260
1355	11790	1252
1356	11799	1243
1357	11806	1234
1358	11815	1225
1359	11823	1217
1360	11831	1208
1361	11838	1199
1362	11847	1190
1363	11854	1181
1364	11863	1173
1365	11871	1164
1366	11880	1155
1367	11887	1147
1368	11896	1138
1369	11903	1129
1370	11913	1120
1371	11920	1112
1372	11932	1103
1373	11939	1094
1374	11950	1086
1375	11960	1077
1376	11969	1069
1377	11980	1060
1378	11986	1051
1379	11996	1043
1380	12004	1034
1381	12016	1025
1382	12022	1017
1383	12032	1008
1384	12043	999
1385	12051	991
1386	12061	982
1387	12068	973
1388	12080	965
1389	12089	956
1390	12096	947
1391	12105	939
1392	12113	930
1393	12123	921
1394	12130	913
1395	12139	904
1396	12146	895
1397	12155	886
1398	12161	878
1399	12170	869
1400	12177	860
1401	12186	851
1402	12193	843
1403	12203	834
1404	12210	825
1405	12222	817
1406	12229	808
1407	12240	799
1408	12246	790
1409	12257	782
1410	12264	773
1411	12271	764
1412	12278	755
1413	12286	747
1414	12296	738
1415	12303	729
1416	12313	721
1417	12320	712
1418	12330	703
1419	12337	695
1420	12348	686
1421	12354	677
1422	12365	669
1423	12372	660
1424	12383	651
1425	12390	643
1426	12398	634
1427	12407	625
1428	12415	616
1429	12424	608
1430	12431	599
1431	12437	590
1432	12446	581
1433	12456	573
1434	12462	564
1435	12471	555
1436	12479	547
1437	12489	538
1438	12495	529
1439	12504	521
1440	12511	512
1441	12519	503
1442	12526	494
1443	12532	486
1444	12540	477
1445	12550	468
1446	12558	459
1447	12567	451
1448	12573	442
1449	12581	433
1450	12589	425
1451	12598	416
1452	12605	407
1453	12616	399
1454	12624	390
1455	12635	381
1456	12642	373
1457	12652	364
1458	12659	355
1459	12670	347
1460	12676	338
1461	12687	329
1462	12699	321
1463	12707	312
1464	12722	303
1465	12733	295
1466	12739	286
1467	12749	277
1468	12755	269
1469	12766	260
1470	12772	251
1471	12783	243
1472	12790	234
1473	12804	225
1474	12815	217
1475	12827	208
1476	12836	199
1477	12848	191
1478	12854	182
1479	12864	173
1480	12871	165
1481	12881	156
1482	12898	147
1483	12912	139
1484	12924	130
1485	12930	121
1486	12936	113
1487	12943	104
1488	12949	95
1489	12957	86
1490	12964	78
1491	12977	69
1492	12984	60
1493	12993	52
1494	13004	43
1495	13014	34
1496	13033	26
1497	13045	17
1498	13054	8
1499	13061	0
