iter	RMSE
768	1714.339884
769	1713.516796
770	1712.905826
771	1712.102082
772	1711.726832
773	1710.74069
774	1710.356465
775	1709.483156
776	1708.814394
777	1707.914637
778	1707.344771
779	1707.116589
780	1706.482987
781	1705.298066
782	1704.45842
783	1703.379591
784	1702.825732
785	1701.730862
786	1700.509689
787	1700.103195
788	1699.484659
789	1698.327923
790	1697.302776
791	1695.764414
792	1695.454922
793	1694.890333
794	1694.28789
795	1693.501523
796	1692.953975
797	1691.916526
798	1691.463962
799	1690.622691
800	1689.59008
801	1689.130144
802	1687.835151
803	1687.013661
804	1686.005572
805	1685.302934
806	1683.832365
807	1682.903502
808	1682.561708
809	1681.886437
810	1681.220105
811	1680.744815
812	1680.206019
813	1678.930256
814	1678.114789
815	1677.211823
816	1676.449055
817	1675.753839
818	1674.655298
819	1674.168521
820	1673.910011
821	1672.56518
822	1670.93998
823	1670.224838
824	1668.788071
825	1668.059386
826	1667.82325
827	1667.239481
828	1666.404321
829	1665.176139
830	1664.381913
831	1663.666317
832	1662.890724
833	1661.755627
834	1661.137166
835	1660.652131
836	1659.299861
837	1658.285274
838	1657.336361
839	1655.650904
840	1654.826928
841	1654.105593
842	1652.999228
843	1651.799516
844	1650.875588
845	1650.180127
846	1649.246241
847	1648.386489
848	1648.02119
849	1646.774629
850	1645.456493
851	1643.990745
852	1642.936359
853	1642.103154
854	1640.762295
855	1639.917137
856	1639.053688
857	1637.924
858	1637.468679
859	1636.572584
860	1636.152837
861	1635.222397
862	1634.536734
863	1633.968863
864	1632.407629
865	1631.68052
866	1631.064911
867	1630.595169
868	1629.647809
869	1628.267215
870	1627.28983
871	1626.667068
872	1625.995834
873	1625.445961
874	1624.167936
875	1623.494046
876	1622.133524
877	1621.521635
878	1620.656631
879	1620.014834
880	1618.996901
881	1618.017702
882	1616.273059
883	1615.138077
884	1613.694411
885	1613.481055
886	1612.611669
887	1612.209451
888	1611.620159
889	1610.69918
890	1609.78785
891	1608.949528
892	1608.1545
893	1607.56781
894	1606.210932
895	1605.615165
896	1604.391469
897	1603.617324
898	1603.087072
899	1602.200445
900	1600.983957
901	1600.08099
902	1599.249674
903	1598.777815
904	1597.562489
905	1596.496235
906	1595.981761
907	1595.03162
908	1594.550892
909	1593.095232
910	1592.097474
911	1591.535989
912	1590.789091
913	1589.779628
914	1589.472264
915	1588.470676
916	1587.729341
917	1586.657323
918	1586.353033
919	1585.500191
920	1584.90709
921	1584.415329
922	1583.949216
923	1582.042731
924	1581.7086
925	1581.244719
926	1580.48378
927	1579.41469
928	1578.818339
929	1578.397458
930	1577.506662
931	1576.644778
932	1575.886809
933	1575.670585
934	1575.05172
935	1573.941647
936	1572.502178
937	1571.946156
938	1571.454675
939	1570.774746
940	1570.032996
941	1569.22877
942	1567.599917
943	1566.761894
944	1565.742858
945	1564.66296
946	1564.537537
947	1563.972547
948	1563.518149
949	1563.007205
950	1561.847582
951	1560.755796
952	1560.088781
953	1559.657081
954	1558.746251
955	1557.854189
956	1557.366191
957	1556.691677
958	1556.086303
959	1555.145956
960	1554.593518
961	1553.701928
962	1552.56956
963	1551.820768
964	1550.34181
965	1549.28691
966	1548.420368
967	1547.758765
968	1547.248917
969	1546.50534
970	1545.565156
971	1544.735617
972	1543.835447
973	1543.180156
974	1542.334732
975	1541.382994
976	1540.931387
977	1540.112569
978	1539.727251
979	1538.893919
980	1537.870898
981	1536.892364
982	1535.626282
983	1534.477434
984	1533.454751
985	1532.545547
986	1531.518358
987	1530.674736
988	1529.802377
989	1528.454887
990	1527.908921
991	1527.652749
992	1527.256517
993	1526.553221
994	1525.898723
995	1525.115986
996	1524.588083
997	1523.727124
998	1522.946433
999	1522.635063
1000	1521.630953
1001	1520.420014
1002	1519.907239
1003	1519.116933
1004	1518.011308
1005	1516.87999
1006	1516.72649
1007	1516.290606
1008	1515.339573
1009	1514.580779
1010	1513.745174
1011	1512.678334
1012	1512.013408
1013	1511.256784
1014	1510.595904
1015	1509.895425
1016	1509.002227
1017	1508.107078
1018	1507.704546
1019	1506.620236
1020	1505.802871
1021	1504.916622
1022	1504.802116
1023	1503.344198
1024	1502.596597
1025	1501.757438
1026	1500.908875
1027	1500.230084
1028	1499.188114
1029	1498.226058
1030	1497.551767
1031	1497.199486
1032	1496.469216
1033	1495.796664
1034	1495.282087
1035	1494.764604
1036	1493.913134
1037	1492.794781
1038	1491.995143
1039	1491.211156
1040	1490.605779
1041	1489.845972
1042	1488.867758
1043	1488.083806
1044	1487.341739
1045	1486.086155
1046	1484.964725
1047	1483.967888
1048	1483.145565
1049	1482.358813
1050	1481.544313
1051	1480.686685
1052	1479.779754
1053	1478.662673
1054	1477.768543
1055	1477.23195
1056	1476.573952
1057	1475.666803
1058	1474.465554
1059	1473.358375
1060	1472.782079
1061	1471.691364
1062	1470.613556
1063	1470.253946
1064	1469.881759
1065	1469.257775
1066	1468.360534
1067	1467.270546
1068	1466.396616
1069	1465.895371
1070	1465.427086
1071	1464.2865
1072	1463.661551
1073	1463.230381
1074	1463.0525
1075	1462.798062
1076	1462.195905
1077	1461.518785
1078	1460.575528
1079	1460.226666
1080	1459.533539
1081	1458.448507
1082	1457.908307
1083	1457.51694
1084	1456.759766
1085	1455.583776
1086	1454.513556
1087	1453.766581
1088	1452.503973
1089	1451.747852
1090	1451.432296
1091	1450.91108
1092	1450.216103
1093	1449.913602
1094	1448.989156
1095	1448.396248
1096	1447.977267
1097	1447.272422
1098	1446.450612
1099	1446.112003
1100	1445.450527
1101	1444.422048
1102	1443.599423
1103	1442.974736
1104	1442.384147
1105	1441.826752
1106	1441.321876
1107	1440.224862
1108	1439.826637
1109	1438.964667
1110	1438.659398
1111	1438.178876
1112	1437.742822
1113	1437.136605
1114	1436.615073
1115	1436.155529
1116	1435.888713
1117	1435.130865
1118	1433.865253
1119	1432.884858
1120	1432.337188
1121	1431.84095
1122	1431.254283
1123	1430.657724
1124	1429.966536
1125	1429.276589
1126	1429.218895
1127	1428.621892
1128	1428.032712
1129	1427.651764
1130	1426.873154
1131	1426.074893
1132	1425.825637
1133	1425.314019
1134	1425.258391
1135	1424.271626
1136	1423.676565
1137	1423.186945
1138	1421.840533
1139	1421.274171
1140	1420.513357
1141	1419.800811
1142	1418.664041
1143	1417.927545
1144	1417.176962
1145	1416.641822
1146	1415.757544
1147	1415.629945
1148	1415.050676
1149	1414.203904
1150	1413.524052
1151	1412.944213
1152	1412.618987
1153	1411.900812
1154	1411.090035
1155	1410.497999
1156	1409.795537
1157	1409.369138
1158	1409.152595
1159	1408.700404
1160	1408.199556
1161	1407.480486
1162	1407.447925
1163	1406.603985
1164	1405.927979
1165	1405.334957
1166	1404.596755
1167	1404.355769
1168	1404.146293
1169	1403.075598
1170	1402.531795
1171	1401.947965
1172	1401.443452
1173	1400.820932
1174	1400.769307
1175	1400.469363
1176	1399.714416
1177	1399.194242
1178	1398.621404
1179	1398.045399
1180	1397.58076
1181	1396.758837
1182	1396.241376
1183	1395.411666
1184	1394.684192
1185	1394.347235
1186	1393.639832
1187	1393.01559
1188	1392.563153
1189	1391.714761
1190	1391.199903
1191	1390.478119
1192	1389.835556
1193	1389.206346
1194	1388.838532
1195	1388.539969
1196	1388.246401
1197	1387.633423
1198	1387.585936
1199	1386.471394
1200	1385.72629
1201	1384.762716
1202	1383.678866
1203	1382.69742
1204	1382.653485
1205	1381.633867
1206	1380.927146
1207	1379.927578
1208	1379.548435
1209	1378.709669
1210	1378.068493
1211	1377.754467
1212	1377.684582
1213	1376.770446
1214	1376.145474
1215	1375.599427
1216	1375.2938
1217	1374.515016
1218	1374.217908
1219	1373.134602
1220	1373.082057
1221	1372.5314
1222	1372.101184
1223	1371.569205
1224	1370.864897
1225	1369.687989
1226	1368.845155
1227	1368.798226
1228	1368.474767
1229	1367.834292
1230	1367.048065
1231	1366.521699
1232	1365.78692
1233	1365.16565
1234	1364.307411
1235	1363.560688
1236	1363.261861
1237	1362.69866
1238	1362.266825
1239	1362.005606
1240	1361.749075
1241	1361.014674
1242	1360.21185
1243	1359.716785
1244	1359.619591
1245	1359.139573
1246	1358.589186
1247	1358.158543
1248	1357.278631
1249	1356.574855
1250	1356.170346
1251	1355.614797
1252	1355.01307
1253	1353.998509
1254	1353.380536
1255	1353.013865
1256	1352.162334
1257	1351.353833
1258	1350.457873
1259	1349.619134
1260	1348.940311
1261	1348.098005
1262	1347.419228
1263	1347.179818
1264	1346.36639
1265	1345.863495
1266	1345.06258
1267	1344.343703
1268	1343.673562
1269	1342.701397
1270	1342.137203
1271	1341.783895
1272	1341.178171
1273	1340.393847
1274	1339.759959
1275	1338.844446
1276	1338.406783
1277	1337.802492
1278	1336.470089
1279	1336.073173
1280	1335.54972
1281	1335.354475
1282	1334.899821
1283	1334.647403
1284	1334.054087
1285	1333.647659
1286	1333.178197
1287	1332.23695
1288	1331.870894
1289	1331.027473
1290	1330.023284
1291	1329.155655
1292	1328.55891
1293	1327.924761
1294	1327.306598
1295	1326.826567
1296	1326.248738
1297	1325.714038
1298	1324.543943
1299	1323.898926
1300	1323.495087
1301	1322.831606
1302	1322.15375
1303	1321.623362
1304	1320.49354
1305	1320.105787
1306	1319.76678
1307	1319.379195
1308	1318.869118
1309	1318.444452
1310	1318.34461
1311	1317.592859
1312	1317.225138
1313	1316.689584
1314	1316.583986
1315	1315.863941
1316	1315.134598
1317	1314.634863
1318	1313.472783
1319	1312.940478
1320	1312.218496
1321	1311.489097
1322	1311.227708
1323	1310.211952
1324	1309.377558
1325	1308.812824
1326	1308.158737
1327	1307.186969
1328	1306.45069
1329	1306.111061
1330	1305.595893
1331	1305.247925
1332	1304.784412
1333	1304.206681
1334	1303.677678
1335	1303.228356
1336	1302.152569
1337	1301.851622
1338	1301.741113
1339	1301.226824
1340	1300.975383
1341	1300.340173
1342	1299.383737
1343	1299.098608
1344	1298.597779
1345	1297.851826
1346	1297.497334
1347	1296.617872
1348	1296.197649
1349	1295.667307
1350	1295.199214
1351	1294.247206
1352	1293.502816
1353	1292.716229
1354	1292.063594
1355	1291.143497
1356	1290.47085
1357	1290.074312
1358	1289.951815
1359	1289.374967
1360	1288.354077
1361	1288.040364
1362	1287.233073
1363	1286.493767
1364	1285.738772
1365	1285.376518
1366	1284.654272
1367	1284.418587
1368	1284.201447
1369	1283.84408
1370	1283.3103
1371	1282.903175
1372	1282.314584
1373	1281.874774
1374	1281.279094
1375	1280.961811
1376	1280.624773
1377	1280.094702
1378	1279.249632
1379	1278.238559
1380	1278.008287
1381	1277.714195
1382	1277.335542
1383	1276.571882
1384	1276.540435
1385	1275.762116
1386	1275.218767
1387	1274.435839
1388	1273.952245
1389	1273.439283
1390	1272.763284
1391	1272.149365
1392	1271.302808
1393	1270.927449
1394	1270.353654
1395	1269.767793
1396	1269.004511
1397	1268.711446
1398	1268.409484
1399	1267.812676
1400	1267.299862
1401	1266.433681
1402	1265.943408
1403	1265.481022
1404	1264.936257
1405	1264.411604
1406	1263.694842
1407	1262.464919
1408	1261.60559
1409	1260.85149
1410	1260.171631
1411	1259.418515
1412	1259.048667
1413	1258.148692
1414	1257.494476
1415	1256.877733
1416	1256.224222
1417	1255.658937
1418	1255.329113
1419	1254.92416
1420	1254.523967
1421	1254.286285
1422	1254.187009
1423	1253.430428
1424	1252.556445
1425	1252.06904
1426	1251.875913
1427	1251.112201
1428	1250.797685
1429	1250.114285
1430	1249.4503
1431	1249.113436
1432	1248.567984
1433	1248.096773
1434	1247.768231
1435	1247.398855
1436	1246.800742
1437	1246.267476
1438	1245.635797
1439	1245.588355
1440	1245.163992
1441	1244.622878
1442	1244.362294
1443	1243.897488
1444	1243.225899
1445	1242.404804
1446	1242.007325
1447	1241.369052
1448	1240.581762
1449	1239.984812
1450	1239.716553
1451	1239.458023
1452	1239.044795
1453	1238.555114
1454	1237.752632
1455	1237.243487
1456	1236.448562
1457	1236.179684
1458	1235.061389
1459	1234.696724
1460	1233.853036
1461	1233.76314
1462	1233.508132
1463	1232.966041
1464	1232.64159
1465	1231.939815
1466	1231.487142
1467	1231.194281
1468	1230.679862
1469	1230.167241
1470	1229.551271
1471	1229.110536
1472	1228.549964
1473	1228.409014
1474	1227.950233
1475	1227.298305
1476	1227.219364
1477	1226.747261
1478	1226.167557
1479	1225.347695
1480	1224.85943
1481	1224.791773
1482	1224.554974
1483	1223.962808
1484	1223.418008
1485	1222.987596
1486	1222.348098
1487	1221.865796
1488	1221.14151
1489	1220.804044
1490	1219.8164
1491	1219.278184
1492	1218.839826
1493	1218.466497
1494	1217.57123
1495	1217.126797
1496	1216.863325
1497	1216.415638
1498	1215.999954
1499	1215.060695
