wnid,label,rank,image_path
n03452741,"grand piano, grand",20036,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00022718.JPEG"
n03452741,"grand piano, grand",21394,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00000662.JPEG"
n03452741,"grand piano, grand",21815,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00043659.JPEG"
n03452741,"grand piano, grand",23839,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00013298.JPEG"
n03452741,"grand piano, grand",24098,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00028207.JPEG"
n03452741,"grand piano, grand",29518,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00025854.JPEG"
n03452741,"grand piano, grand",31039,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00043735.JPEG"
n03452741,"grand piano, grand",34465,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00039714.JPEG"
n03452741,"grand piano, grand",34554,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00008996.JPEG"
n03452741,"grand piano, grand",35207,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00010820.JPEG"
n03452741,"grand piano, grand",35874,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00020252.JPEG"
n03452741,"grand piano, grand",36798,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00033366.JPEG"
n03452741,"grand piano, grand",39098,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00039717.JPEG"
n03452741,"grand piano, grand",40878,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00026127.JPEG"
n03452741,"grand piano, grand",41852,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00048755.JPEG"
n03452741,"grand piano, grand",42636,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00012694.JPEG"
n03452741,"grand piano, grand",44344,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00010946.JPEG"
n03452741,"grand piano, grand",45700,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00029142.JPEG"
n03452741,"grand piano, grand",45772,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00012805.JPEG"
n03452741,"grand piano, grand",45790,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00035196.JPEG"
n03452741,"grand piano, grand",46573,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00003889.JPEG"
n03452741,"grand piano, grand",46738,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00028144.JPEG"
n03452741,"grand piano, grand",47644,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00021188.JPEG"
n03452741,"grand piano, grand",47925,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00016165.JPEG"
n03452741,"grand piano, grand",48005,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00034400.JPEG"
n03452741,"grand piano, grand",49866,"/home/projects/bagon/shared/imagenet512/val/n03452741/ILSVRC2012_val_00029952.JPEG"
n02391049,"zebra",128,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00045135.JPEG"
n02391049,"zebra",1617,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00006129.JPEG"
n02391049,"zebra",1649,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00005604.JPEG"
n02391049,"zebra",2215,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00037886.JPEG"
n02391049,"zebra",2431,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00035763.JPEG"
n02391049,"zebra",2542,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00030688.JPEG"
n02391049,"zebra",2944,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00012974.JPEG"
n02391049,"zebra",3245,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00038914.JPEG"
n02391049,"zebra",3520,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00026458.JPEG"
n02391049,"zebra",3717,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00017212.JPEG"
n02391049,"zebra",3721,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00032022.JPEG"
n02391049,"zebra",3729,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00035101.JPEG"
n02391049,"zebra",3987,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00023129.JPEG"
n02391049,"zebra",4369,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00036934.JPEG"
n02391049,"zebra",4789,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00019146.JPEG"
n02391049,"zebra",5085,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00034575.JPEG"
n02391049,"zebra",5202,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00014584.JPEG"
n02391049,"zebra",5460,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00027836.JPEG"
n02391049,"zebra",5822,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00035356.JPEG"
n02391049,"zebra",6988,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00047305.JPEG"
n02391049,"zebra",7248,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00002789.JPEG"
n02391049,"zebra",7355,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00002070.JPEG"
n02391049,"zebra",7383,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00023210.JPEG"
n02391049,"zebra",7496,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00037130.JPEG"
n02391049,"zebra",7513,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00009159.JPEG"
n02391049,"zebra",7822,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00027429.JPEG"
n02391049,"zebra",8028,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00012498.JPEG"
n02391049,"zebra",8088,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00018423.JPEG"
n02391049,"zebra",9536,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00041989.JPEG"
n02391049,"zebra",9812,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00002996.JPEG"
n02391049,"zebra",10356,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00028480.JPEG"
n02391049,"zebra",10548,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00009948.JPEG"
n02391049,"zebra",10590,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00004267.JPEG"
n02391049,"zebra",10743,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00009633.JPEG"
n02391049,"zebra",10908,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00037475.JPEG"
n02391049,"zebra",11274,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00012340.JPEG"
n02391049,"zebra",11402,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00026486.JPEG"
n02391049,"zebra",11504,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00015124.JPEG"
n02391049,"zebra",11583,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00024008.JPEG"
n02391049,"zebra",12095,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00043714.JPEG"
n02391049,"zebra",12520,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00042330.JPEG"
n02391049,"zebra",13116,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00028634.JPEG"
n02391049,"zebra",13481,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00002483.JPEG"
n02391049,"zebra",15336,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00043935.JPEG"
n02391049,"zebra",17259,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00024175.JPEG"
n02391049,"zebra",28475,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00033660.JPEG"
n02391049,"zebra",30903,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00029124.JPEG"
n02391049,"zebra",35845,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00015166.JPEG"
n02391049,"zebra",44429,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00025344.JPEG"
n02391049,"zebra",46439,"/home/projects/bagon/shared/imagenet512/val/n02391049/ILSVRC2012_val_00048670.JPEG"
n04557648,"water bottle",7142,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00043875.JPEG"
n04557648,"water bottle",17840,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00023429.JPEG"
n04557648,"water bottle",18563,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00020948.JPEG"
n04557648,"water bottle",18565,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00014215.JPEG"
n04557648,"water bottle",22265,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00007017.JPEG"
n04557648,"water bottle",25008,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00046515.JPEG"
n04557648,"water bottle",25122,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00023127.JPEG"
n04557648,"water bottle",26322,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00003429.JPEG"
n04557648,"water bottle",26485,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00040553.JPEG"
n04557648,"water bottle",26825,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00025139.JPEG"
n04557648,"water bottle",28059,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00029713.JPEG"
n04557648,"water bottle",30039,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00038312.JPEG"
n04557648,"water bottle",30075,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00025148.JPEG"
n04557648,"water bottle",30249,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00030227.JPEG"
n04557648,"water bottle",30487,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00012525.JPEG"
n04557648,"water bottle",31913,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00017570.JPEG"
n04557648,"water bottle",32739,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00019944.JPEG"
n04557648,"water bottle",33330,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00001668.JPEG"
n04557648,"water bottle",33627,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00040514.JPEG"
n04557648,"water bottle",34234,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00020977.JPEG"
n04557648,"water bottle",34273,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00027424.JPEG"
n04557648,"water bottle",34447,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00026262.JPEG"
n04557648,"water bottle",35080,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00033447.JPEG"
n04557648,"water bottle",35704,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00037544.JPEG"
n04557648,"water bottle",36242,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00012968.JPEG"
n04557648,"water bottle",36363,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00010459.JPEG"
n04557648,"water bottle",36569,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00049261.JPEG"
n04557648,"water bottle",37018,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00015556.JPEG"
n04557648,"water bottle",37212,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00003340.JPEG"
n04557648,"water bottle",38018,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00035840.JPEG"
n04557648,"water bottle",39617,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00010135.JPEG"
n04557648,"water bottle",40227,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00049929.JPEG"
n04557648,"water bottle",41525,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00041370.JPEG"
n04557648,"water bottle",41535,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00006949.JPEG"
n04557648,"water bottle",42620,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00021707.JPEG"
n04557648,"water bottle",42757,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00009504.JPEG"
n04557648,"water bottle",43413,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00003318.JPEG"
n04557648,"water bottle",43524,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00027613.JPEG"
n04557648,"water bottle",44252,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00009155.JPEG"
n04557648,"water bottle",44875,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00046459.JPEG"
n04557648,"water bottle",44893,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00045644.JPEG"
n04557648,"water bottle",45032,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00040070.JPEG"
n04557648,"water bottle",45121,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00036165.JPEG"
n04557648,"water bottle",45459,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00000745.JPEG"
n04557648,"water bottle",46564,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00048464.JPEG"
n04557648,"water bottle",46993,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00019201.JPEG"
n04557648,"water bottle",48048,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00023524.JPEG"
n04557648,"water bottle",48731,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00040265.JPEG"
n04557648,"water bottle",49303,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00008077.JPEG"
n04557648,"water bottle",49975,"/home/projects/bagon/shared/imagenet512/val/n04557648/ILSVRC2012_val_00034412.JPEG"
n04597913,"wooden spoon",1368,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00014544.JPEG"
n04597913,"wooden spoon",4544,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00017345.JPEG"
n04597913,"wooden spoon",8242,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00047958.JPEG"
n04597913,"wooden spoon",10764,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00008796.JPEG"
n04597913,"wooden spoon",14017,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00041670.JPEG"
n04597913,"wooden spoon",18278,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00020639.JPEG"
n04597913,"wooden spoon",20288,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00037708.JPEG"
n04597913,"wooden spoon",20352,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00021930.JPEG"
n04597913,"wooden spoon",23148,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00013892.JPEG"
n04597913,"wooden spoon",25640,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00018243.JPEG"
n04597913,"wooden spoon",25971,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00047133.JPEG"
n04597913,"wooden spoon",26274,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00040529.JPEG"
n04597913,"wooden spoon",26396,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00032112.JPEG"
n04597913,"wooden spoon",27662,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00032118.JPEG"
n04597913,"wooden spoon",29669,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00008027.JPEG"
n04597913,"wooden spoon",29703,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00012097.JPEG"
n04597913,"wooden spoon",30803,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00015389.JPEG"
n04597913,"wooden spoon",31003,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00025963.JPEG"
n04597913,"wooden spoon",31559,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00028641.JPEG"
n04597913,"wooden spoon",31606,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00016472.JPEG"
n04597913,"wooden spoon",31655,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00022476.JPEG"
n04597913,"wooden spoon",31695,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00041290.JPEG"
n04597913,"wooden spoon",32315,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00017248.JPEG"
n04597913,"wooden spoon",32442,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00043767.JPEG"
n04597913,"wooden spoon",32651,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00045957.JPEG"
n04597913,"wooden spoon",32772,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00006044.JPEG"
n04597913,"wooden spoon",33122,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00041678.JPEG"
n04597913,"wooden spoon",33558,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00021192.JPEG"
n04597913,"wooden spoon",34161,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00032311.JPEG"
n04597913,"wooden spoon",34843,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00019661.JPEG"
n04597913,"wooden spoon",35399,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00015367.JPEG"
n04597913,"wooden spoon",35733,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00036923.JPEG"
n04597913,"wooden spoon",36046,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00013690.JPEG"
n04597913,"wooden spoon",36526,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00020897.JPEG"
n04597913,"wooden spoon",36565,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00034343.JPEG"
n04597913,"wooden spoon",37027,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00036316.JPEG"
n04597913,"wooden spoon",37416,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00030008.JPEG"
n04597913,"wooden spoon",38539,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00049566.JPEG"
n04597913,"wooden spoon",38922,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00033430.JPEG"
n04597913,"wooden spoon",39338,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00044817.JPEG"
n04597913,"wooden spoon",40509,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00026727.JPEG"
n04597913,"wooden spoon",41827,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00007881.JPEG"
n04597913,"wooden spoon",41918,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00039858.JPEG"
n04597913,"wooden spoon",42492,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00033896.JPEG"
n04597913,"wooden spoon",43715,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00002685.JPEG"
n04597913,"wooden spoon",44283,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00041600.JPEG"
n04597913,"wooden spoon",44419,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00004899.JPEG"
n04597913,"wooden spoon",45162,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00008202.JPEG"
n04597913,"wooden spoon",46359,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00004473.JPEG"
n04597913,"wooden spoon",46931,"/home/projects/bagon/shared/imagenet512/val/n04597913/ILSVRC2012_val_00006723.JPEG"
n03187595,"dial telephone, dial phone",1183,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00003253.JPEG"
n03187595,"dial telephone, dial phone",1203,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00034672.JPEG"
n03187595,"dial telephone, dial phone",1400,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00005579.JPEG"
n03187595,"dial telephone, dial phone",1903,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00022385.JPEG"
n03187595,"dial telephone, dial phone",1918,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00036261.JPEG"
n03187595,"dial telephone, dial phone",3396,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00004568.JPEG"
n03187595,"dial telephone, dial phone",4841,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00037631.JPEG"
n03187595,"dial telephone, dial phone",5141,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00023876.JPEG"
n03187595,"dial telephone, dial phone",5870,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00023321.JPEG"
n03187595,"dial telephone, dial phone",6129,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00030284.JPEG"
n03187595,"dial telephone, dial phone",6328,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00012385.JPEG"
n03187595,"dial telephone, dial phone",6605,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00007403.JPEG"
n03187595,"dial telephone, dial phone",6799,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00003171.JPEG"
n03187595,"dial telephone, dial phone",6919,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00009824.JPEG"
n03187595,"dial telephone, dial phone",8577,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00039726.JPEG"
n03187595,"dial telephone, dial phone",9766,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00011934.JPEG"
n03187595,"dial telephone, dial phone",9992,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00030193.JPEG"
n03187595,"dial telephone, dial phone",10037,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00029600.JPEG"
n03187595,"dial telephone, dial phone",10502,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00029045.JPEG"
n03187595,"dial telephone, dial phone",10570,"/home/projects/bagon/shared/imagenet512/val/n03187595/ILSVRC2012_val_00022668.JPEG"
