iter	Passed	Remaining
763	20982	11974
764	21010	11947
765	21036	11918
766	21059	11888
767	21085	11860
768	21112	11832
769	21138	11804
770	21166	11777
771	21196	11751
772	21223	11723
773	21246	11693
774	21271	11665
775	21299	11637
776	21335	11615
777	21363	11587
778	21389	11559
779	21421	11534
780	21444	11504
781	21471	11476
782	21497	11448
783	21523	11420
784	21550	11393
785	21576	11364
786	21600	11335
787	21628	11308
788	21651	11278
789	21677	11250
790	21702	11221
791	21732	11195
792	21763	11169
793	21787	11140
794	21811	11111
795	21840	11084
796	21867	11056
797	21893	11029
798	21919	11000
799	21941	10970
800	21971	10944
801	21994	10915
802	22020	10886
803	22044	10857
804	22071	10830
805	22098	10802
806	22127	10775
807	22152	10747
808	22180	10720
809	22203	10690
810	22231	10663
811	22254	10633
812	22285	10608
813	22314	10581
814	22337	10552
815	22366	10525
816	22394	10498
817	22420	10469
818	22443	10440
819	22468	10412
820	22496	10385
821	22522	10357
822	22549	10329
823	22575	10301
824	22603	10274
825	22628	10245
826	22650	10216
827	22682	10190
828	22718	10167
829	22748	10140
830	22776	10113
831	22808	10088
832	22830	10058
833	22856	10030
834	22881	10002
835	22907	9974
836	22934	9946
837	22964	9920
838	22987	9891
839	23016	9864
840	23041	9835
841	23068	9808
842	23093	9779
843	23121	9752
844	23146	9724
845	23173	9696
846	23198	9668
847	23226	9641
848	23250	9612
849	23276	9584
850	23302	9556
851	23329	9529
852	23360	9503
853	23384	9474
854	23416	9448
855	23450	9423
856	23481	9398
857	23510	9371
858	23561	9353
859	23593	9327
860	23620	9299
861	23651	9274
862	23680	9247
863	23713	9221
864	23741	9194
865	23772	9168
866	23796	9139
867	23821	9111
868	23846	9083
869	23877	9056
870	23912	9032
871	23950	9009
872	23995	8987
873	24029	8963
874	24065	8938
875	24104	8915
876	24138	8890
877	24174	8865
878	24210	8841
879	24232	8811
880	24260	8784
881	24291	8758
882	24316	8729
883	24346	8702
884	24369	8673
885	24400	8647
886	24424	8618
887	24449	8590
888	24476	8562
889	24514	8538
890	24552	8514
891	24588	8490
892	24627	8466
893	24665	8442
894	24701	8417
895	24745	8395
896	24778	8369
897	24810	8343
898	24837	8315
899	24866	8288
900	24891	8260
901	24914	8231
902	24947	8205
903	24971	8176
904	24997	8148
905	25023	8120
906	25050	8092
907	25083	8066
908	25109	8038
909	25136	8010
910	25163	7982
911	25189	7954
912	25214	7925
913	25238	7897
914	25268	7870
915	25294	7842
916	25320	7814
917	25347	7786
918	25375	7759
919	25401	7730
920	25427	7702
921	25453	7674
922	25480	7646
923	25506	7618
924	25532	7590
925	25562	7563
926	25588	7535
927	25611	7506
928	25638	7478
929	25666	7451
930	25692	7423
931	25719	7395
932	25744	7367
933	25769	7339
934	25798	7311
935	25824	7283
936	25852	7256
937	25881	7229
938	25907	7201
939	25935	7173
940	25957	7144
941	25989	7118
942	26013	7089
943	26038	7061
944	26065	7033
945	26095	7006
946	26123	6979
947	26153	6952
948	26179	6924
949	26208	6896
950	26237	6869
951	26263	6841
952	26293	6814
953	26318	6786
954	26335	6756
955	26358	6727
956	26384	6699
957	26412	6671
958	26437	6643
959	26463	6615
960	26489	6587
961	26518	6560
962	26544	6532
963	26568	6504
964	26595	6476
965	26622	6448
966	26652	6422
967	26679	6394
968	26703	6365
969	26734	6339
970	26758	6310
971	26785	6282
972	26809	6254
973	26840	6227
974	26865	6199
975	26891	6171
976	26919	6144
977	26944	6116
978	26968	6087
979	26993	6059
980	27017	6031
981	27052	6005
982	27077	5977
983	27100	5948
984	27130	5921
985	27155	5893
986	27185	5866
987	27208	5838
988	27239	5811
989	27262	5782
990	27287	5754
991	27313	5726
992	27342	5699
993	27368	5671
994	27393	5643
995	27415	5615
996	27444	5588
997	27474	5560
998	27497	5532
999	27526	5505
1000	27549	5476
1001	27583	5450
1002	27606	5422
1003	27635	5395
1004	27666	5368
1005	27691	5340
1006	27721	5313
1007	27745	5284
1008	27777	5258
1009	27802	5230
1010	27828	5202
1011	27854	5174
1012	27881	5147
1013	27909	5119
1014	27937	5091
1015	27962	5064
1016	27990	5036
1017	28015	5008
1018	28042	4981
1019	28069	4953
1020	28100	4926
1021	28126	4898
1022	28150	4870
1023	28176	4842
1024	28204	4815
1025	28234	4788
1026	28256	4759
1027	28282	4732
1028	28316	4705
1029	28340	4677
1030	28367	4649
1031	28390	4621
1032	28420	4594
1033	28447	4567
1034	28473	4539
1035	28499	4511
1036	28528	4484
1037	28551	4455
1038	28577	4428
1039	28613	4402
1040	28649	4375
1041	28674	4348
1042	28700	4320
1043	28732	4293
1044	28757	4265
1045	28781	4237
1046	28804	4209
1047	28834	4182
1048	28861	4154
1049	28885	4126
1050	28914	4099
1051	28942	4071
1052	28966	4043
1053	28990	4015
1054	29015	3987
1055	29044	3960
1056	29070	3932
1057	29096	3905
1058	29122	3877
1059	29153	3850
1060	29177	3822
1061	29201	3794
1062	29229	3767
1063	29260	3740
1064	29285	3712
1065	29315	3685
1066	29339	3657
1067	29368	3629
1068	29391	3601
1069	29419	3574
1070	29444	3546
1071	29473	3519
1072	29499	3491
1073	29524	3463
1074	29550	3436
1075	29578	3408
1076	29605	3381
1077	29634	3353
1078	29660	3326
1079	29692	3299
1080	29719	3271
1081	29742	3243
1082	29771	3216
1083	29797	3188
1084	29824	3161
1085	29849	3133
1086	29873	3105
1087	29905	3078
1088	29927	3050
1089	29956	3023
1090	29979	2995
1091	30010	2968
1092	30035	2940
1093	30062	2912
1094	30089	2885
1095	30117	2857
1096	30143	2830
1097	30169	2802
1098	30196	2775
1099	30228	2748
1100	30254	2720
1101	30282	2693
1102	30311	2665
1103	30336	2637
1104	30364	2610
1105	30390	2582
1106	30420	2555
1107	30449	2528
1108	30472	2500
1109	30501	2473
1110	30532	2445
1111	30559	2418
1112	30584	2390
1113	30611	2363
1114	30643	2336
1115	30667	2308
1116	30695	2280
1117	30719	2253
1118	30750	2225
1119	30778	2198
1120	30804	2170
1121	30832	2143
1122	30860	2115
1123	30885	2088
1124	30910	2060
1125	30943	2033
1126	30969	2006
1127	30998	1978
1128	31027	1951
1129	31055	1923
1130	31081	1896
1131	31106	1868
1132	31131	1840
1133	31159	1813
1134	31191	1786
1135	31216	1758
1136	31245	1731
1137	31277	1704
1138	31303	1676
1139	31329	1648
1140	31356	1621
1141	31389	1594
1142	31415	1566
1143	31444	1539
1144	31467	1511
1145	31508	1484
1146	31575	1459
1147	31693	1435
1148	31789	1411
1149	31873	1385
1150	31918	1358
1151	31996	1333
1152	32030	1305
1153	32067	1278
1154	32093	1250
1155	32120	1222
1156	32150	1194
1157	32183	1167
1158	32210	1139
1159	32240	1111
1160	32263	1083
1161	32292	1056
1162	32319	1028
1163	32345	1000
1164	32373	972
1165	32403	944
1166	32435	917
1167	32459	889
1168	32488	861
1169	32515	833
1170	32541	805
1171	32568	778
1172	32602	750
1173	32630	722
1174	32654	694
1175	32682	666
1176	32708	639
1177	32736	611
1178	32761	583
1179	32787	555
1180	32819	528
1181	32848	500
1182	32876	472
1183	32908	444
1184	32936	416
1185	32964	389
1186	32991	361
1187	33021	333
1188	33048	305
1189	33081	277
1190	33115	250
1191	33143	222
1192	33168	194
1193	33202	166
1194	33237	139
1195	33266	111
1196	33293	83
1197	33320	55
1198	33345	27
1199	33375	0
